0,425	32,340
1,445	31,420
2,470	30,920
3,487	30,680
4,504	30,400
5,533	30,260
6,550	30,080
7,567	29,940
8,584	29,760
9,613	29,720
10,630	29,580
11,647	29,500
12,664	29,400
13,681	29,200
14,698	29,180
15,715	29,160
16,744	29,060
17,764	29,000
18,772	28,880
19,789	28,840
20,820	28,800
21,832	28,700
22,849	28,660
23,875	28,580
24,895	28,600
25,918	28,500
26,935	28,420
27,963	28,420
28,991	28,400
30,012	28,360
31,029	28,240
32,049	28,220
33,069	28,200
34,086	28,180
35,102	28,140
36,134	28,140
37,154	28,040
38,160	28,020
39,188	28,020
40,205	28,000
41,225	27,900
42,242	27,920
43,262	27,880
44,290	27,840
45,296	27,820
46,313	27,840
47,333	27,800
48,353	27,700
49,370	27,720
50,379	27,740
51,408	27,680
52,436	27,660
53,444	27,640
54,464	27,640
55,481	27,620
56,487	27,620
57,504	27,540
58,521	27,540
59,539	27,500
60,555	27,520
61,572	27,460
62,592	27,460
63,610	27,480
64,630	27,400
65,650	27,440
66,667	27,360
67,675	27,360
68,695	27,360
69,703	27,300
70,720	27,300
71,740	27,300
72,760	27,300
73,780	27,260
74,800	27,240
75,809	27,180
76,826	27,220
77,854	27,180
78,860	27,120
79,891	27,140
80,923	27,140
81,943	27,160
82,954	27,080
83,983	27,120
85,011	27,020
86,040	27,040
87,062	27,080
88,091	27,040
89,111	26,980
90,131	27,020
91,151	26,960
92,168	27,000
93,202	27,000
94,219	26,960
95,236	26,960
96,265	26,940
97,285	26,860
98,328	26,940
99,356	26,860
100,379	26,860
101,419	26,840
102,441	26,820
103,470	26,780
104,504	26,840
105,527	26,780
106,559	26,820
107,601	26,800
108,616	26,780
109,636	26,760
110,655	26,800
111,664	26,780
112,681	26,720
113,727	26,740
114,755	26,700
115,787	26,720
116,807	26,680
117,821	26,720
118,852	26,680
119,863	26,660
120,898	26,620
121,920	26,620
122,949	26,600
123,978	26,620
125,009	26,660
126,029	26,600
127,046	26,580
128,080	26,560
129,111	26,600
130,140	26,600
131,171	26,540
132,189	26,440
133,223	26,520
134,254	26,500
135,288	26,500
136,308	26,520
137,340	26,500
138,374	26,480
139,391	26,440
140,425	26,420
141,454	26,500
142,465	26,480
143,493	26,460
144,522	26,460
145,553	26,460
146,582	26,460
147,605	26,420
148,636	26,420
149,659	26,420
150,679	26,340
151,707	26,360
152,736	26,360
153,761	26,340
154,779	26,340
155,813	26,380
156,844	26,320
157,864	26,300
158,896	26,340
159,930	26,320
160,947	26,300
161,981	26,280
163,015	26,280
164,044	26,280
165,067	26,280
166,095	26,280
167,138	26,280
168,170	26,240
169,200	26,240
170,243	26,240
171,278	26,240
172,309	26,240
173,329	26,220
174,358	26,220
175,380	26,200
176,411	26,160
177,434	26,160
178,471	26,160
179,494	26,160
180,520	26,140
181,557	26,140
182,580	26,140
183,597	26,100
184,617	26,060
185,640	26,100
186,665	26,080
187,714	26,060
188,748	26,020
189,768	26,040
190,811	26,000
191,834	25,940
192,865	25,960
193,890	25,920
194,913	25,900
195,948	25,900
196,968	25,900
198,002	25,900
199,033	25,900
200,050	25,900
201,085	25,900
202,127	25,880
203,153	25,860
204,184	25,960
205,224	25,840
206,259	25,840
207,293	25,860
208,327	25,860
209,353	25,820
210,387	25,840
211,412	25,800
212,435	25,800
213,455	25,800
214,472	25,800
215,504	25,780
216,535	25,800
217,561	25,760
218,598	25,780
219,632	25,760
220,660	25,760
221,695	25,780
222,718	25,760
223,749	25,740
224,786	25,740
225,812	25,720
226,831	25,620
227,857	25,720
228,891	25,720
229,926	25,720
230,949	25,720
231,980	25,720
233,014	25,680
234,040	25,660
235,074	25,760
236,100	25,760
237,134	25,700
238,154	25,700
239,177	25,680
240,200	25,740
241,211	25,660
242,234	25,680
243,268	25,660
244,282	25,700
245,299	25,640
246,310	25,680
247,336	25,680
248,348	25,640
249,370	25,720
250,390	25,640
251,410	25,640
252,430	25,620
253,453	25,640
254,473	25,620
255,473	25,600
256,496	25,620
257,519	25,660
258,541	25,640
259,550	25,620
260,572	25,620
261,592	25,640
262,604	25,620
263,627	25,520
264,661	25,540
265,690	25,540
266,701	25,500
267,718	25,540
268,729	25,540
269,738	25,540
270,772	25,620
271,800	25,540
272,820	25,560
273,829	25,560
274,860	25,580
275,886	25,580
276,906	25,540
277,929	25,460
278,969	25,580
279,977	25,500
281,014	25,440
282,040	25,440
283,051	25,440
284,086	25,520
285,094	25,520
286,117	25,400
287,145	25,520
288,160	25,480
289,182	25,480
290,205	25,460
291,225	25,380
292,248	25,480
293,270	25,500
294,302	25,440
295,316	25,440
296,325	25,480
297,336	25,420
298,370	25,440
299,396	25,440
300,422	25,460
301,450	25,420
302,459	25,400
303,484	25,440
304,507	25,420
305,513	25,400
306,533	25,420
307,559	25,440
308,570	25,420
309,584	25,420
310,607	25,440
311,638	25,440
312,661	25,300
313,695	25,300
314,718	25,320
315,730	25,420
316,767	25,380
317,792	25,420
318,815	25,280
319,823	25,400
320,849	25,400
321,863	25,400
322,880	25,360
323,892	25,320
324,938	25,360
325,952	25,360
326,971	25,340
327,997	25,360
329,011	25,360
330,023	25,360
331,049	25,360
332,063	25,340
333,097	25,360
334,109	25,320
335,120	25,220
336,131	25,180
337,142	25,220
338,160	25,160
339,185	25,220
340,205	25,280
341,228	25,220
342,260	25,280
343,273	25,260
344,296	25,260
345,333	25,260
346,350	25,260
347,373	25,260
348,399	25,260
349,422	25,240
350,442	25,200
351,473	25,220
352,487	25,240
353,519	25,240
354,533	25,240
355,559	25,220
356,581	25,240
357,607	25,280
358,641	25,260
359,664	25,200
360,681	25,200
361,707	25,220
362,744	25,240
363,767	25,200
364,804	25,200
365,838	25,180
366,867	25,200
367,890	25,180
368,912	25,120
369,935	25,180
370,952	25,180
371,978	25,180
373,006	25,180
374,032	25,160
375,055	25,140
376,078	25,140
377,106	25,140
378,134	25,140
379,143	25,140
380,166	25,100
381,191	25,160
382,214	25,140
383,226	25,140
384,243	25,100
385,300	25,100
386,322	25,100
387,345	25,100
388,365	25,100
389,391	25,120
390,420	25,100
391,442	25,100
392,465	25,100
393,499	25,100
394,525	25,080
395,556	25,060
396,590	25,080
397,619	25,060
398,650	25,040
399,670	25,060
400,693	25,100
401,719	25,060
402,750	25,040
403,784	25,080
404,799	25,060
405,813	24,980
406,853	25,000
407,870	24,960
408,904	24,980
409,935	24,980
410,961	25,060
411,995	25,000
413,015	24,980
414,061	24,960
415,090	25,020
416,124	24,980
417,158	25,020
418,198	25,000
419,232	25,000
420,246	24,980
421,269	25,000
422,292	24,980
423,309	24,980
424,335	24,980
425,372	24,960
426,400	24,920
427,420	24,980
428,457	24,920
429,486	24,920
430,520	24,960
431,543	24,920
432,571	24,940
433,606	24,960
434,643	24,920
435,665	24,920
436,691	24,920
437,728	24,940
438,760	24,940
439,774	24,940
440,808	24,920
441,857	24,900
442,877	24,860
443,910	24,900
444,948	24,900
445,968	24,940
446,993	24,940
448,028	24,880
449,050	24,800
450,085	24,880
451,108	24,880
452,136	24,880
453,173	24,880
454,210	24,840
455,236	24,860
456,267	24,860
457,304	24,880
458,333	24,860
459,367	24,840
460,392	24,860
461,418	24,840
462,467	24,860
463,490	24,840
464,527	24,840
465,558	24,820
466,595	24,840
467,627	24,840
468,658	24,820
469,683	24,780
470,720	24,820
471,743	24,780
472,780	24,840
473,792	24,740
474,815	24,820
475,838	24,820
476,874	24,800
477,911	24,780
478,926	24,800
479,957	24,780
480,991	24,800
482,026	24,780
483,060	24,800
484,086	24,780
485,134	24,760
486,165	24,760
487,191	24,760
488,225	24,740
489,240	24,740
490,274	24,700
491,311	24,780
492,340	24,720
493,359	24,740
494,393	24,680
495,413	24,720
496,450	24,700
497,476	24,740
498,508	24,680
499,530	24,720
500,556	24,700
501,590	24,700
502,593	24,720
503,604	24,680
504,636	24,680
505,661	24,660
506,684	24,700
507,701	24,660
508,739	24,680
509,773	24,700
510,795	24,660
511,827	24,680
512,852	24,660
513,884	24,680
514,907	24,660
515,930	24,660
516,964	24,640
517,992	24,640
519,015	24,600
520,049	24,620
521,069	24,640
522,080	24,620
523,103	24,580
524,143	24,520
525,178	24,500
526,194	24,520
527,209	24,500
528,240	24,540
529,266	24,580
530,289	24,580
531,311	24,600
532,351	24,600
533,377	24,580
534,394	24,580
535,420	24,560
536,440	24,480
537,474	24,500
538,491	24,480
539,531	24,400
540,534	24,440
541,568	24,400
542,591	24,380
543,613	24,300
544,639	24,320
545,653	24,340
546,685	24,340
547,708	24,300
548,733	24,280
549,759	24,300
550,782	24,240
551,816	24,240
552,850	24,220
553,876	24,180
554,899	24,180
555,916	24,180
556,947	24,160
557,979	24,100
559,001	24,060
560,032	24,040
561,055	23,980
562,087	24,000
563,121	24,000
564,141	23,960
565,172	23,920
566,198	23,860
567,235	23,840
568,258	23,820
569,283	23,780
570,315	23,720
571,349	23,720
572,375	23,700
573,395	23,680
574,435	23,660
575,460	23,640
576,489	23,620
577,525	23,600
578,537	23,560
579,563	23,560
580,594	23,520
581,629	23,500
582,657	23,500
583,674	23,480
584,697	23,440
585,734	23,420
586,774	23,420
587,820	23,380
588,842	23,380
589,877	23,360
590,902	23,360
591,937	23,340
592,971	23,320
594,002	23,300
595,028	23,280
596,056	23,220
597,070	23,260
598,096	23,240
599,116	23,240
600,145	23,220
601,170	23,180
602,204	23,200
603,227	23,180
604,261	23,160
605,281	23,140
606,293	23,120
607,327	23,140
608,347	23,100
609,387	23,100
610,410	23,080
611,435	23,080
612,461	23,080
613,484	23,020
614,510	23,040
615,535	23,060
616,550	23,020
617,584	23,020
618,609	23,020
619,635	23,000
620,660	23,000
621,683	22,980
622,698	22,980
623,726	22,940
624,758	22,960
625,775	22,940
626,800	22,920
627,826	22,920
628,860	22,920
629,874	22,880
630,897	22,900
631,931	22,900
632,966	22,880
633,986	22,860
635,022	22,860
636,048	22,840
637,077	22,820
638,108	22,800
639,134	22,800
640,160	22,780
641,188	22,760
642,220	22,780
643,248	22,740
644,282	22,720
645,316	22,720
646,339	22,700
647,365	22,700
648,399	22,680
649,422	22,660
650,456	22,660
651,479	22,640
652,510	22,640
653,530	22,620
654,553	22,600
655,587	22,600
656,599	22,580
657,621	22,460
658,659	22,560
659,681	22,520
660,707	22,540
661,738	22,520
662,770	22,520
663,787	22,480
664,821	22,500
665,847	22,480
666,855	22,440
667,890	22,460
668,903	22,440
669,932	22,420
670,952	22,420
671,980	22,400
673,003	22,380
674,040	22,380
675,072	22,360
676,095	22,360
677,120	22,340
678,146	22,320
679,177	22,320
680,200	22,300
681,231	22,280
682,257	22,260
683,291	22,260
684,314	22,240
685,351	22,240
686,374	22,240
687,400	22,220
688,425	22,200
689,451	22,180
690,485	22,200
691,494	22,180
692,525	22,160
693,550	22,140
694,576	22,100
695,610	22,080
696,636	22,060
697,656	22,040
698,685	22,020
699,699	22,000
700,730	22,000
701,764	21,980
702,787	21,960
703,827	21,960
704,830	21,940
705,856	21,900
706,879	21,900
707,904	21,920
708,936	21,880
709,967	21,900
710,984	21,860
712,012	21,840
713,047	21,840
714,061	21,840
715,087	21,800
716,124	21,820
717,152	21,780
718,175	21,820
719,209	21,780
720,232	21,780
721,260	21,760
722,295	21,740
723,320	21,720
724,343	21,700
725,378	21,700
726,397	21,700
727,417	21,680
728,443	21,680
729,480	21,680
730,503	21,660
731,526	21,660
732,551	21,660
733,571	21,620
734,603	21,640
735,628	21,600
736,654	21,620
737,680	21,580
738,714	21,580
739,737	21,560
740,771	21,560
741,797	21,520
742,828	21,520
743,839	21,500
744,873	21,520
745,902	21,520
746,925	21,500
747,948	21,500
748,973	21,480
750,005	21,460
751,030	21,460
752,039	21,420
753,073	21,440
754,093	21,420
755,130	21,420
756,141	21,420
757,153	21,420
758,173	21,400
759,207	21,400
760,232	21,380
761,255	21,360
762,290	21,340
763,312	21,340
764,332	21,340
765,358	21,320
766,381	21,320
767,407	21,280
768,440	21,300
769,478	21,300
770,498	21,280
771,512	21,260
772,549	21,280
773,575	21,260
774,600	21,260
775,626	21,240
776,651	21,220
777,674	21,240
778,706	21,220
779,731	21,200
780,766	21,200
781,791	21,200
782,826	21,180
783,849	21,180
784,874	21,140
785,902	21,160
786,928	21,140
787,962	21,140
788,988	21,100
790,022	21,120
791,037	21,120
792,054	21,060
793,079	21,100
794,116	21,080
795,142	21,080
796,168	21,060
797,199	21,060
798,222	21,040
799,256	21,040
800,293	21,040
801,327	21,020
802,347	21,000
803,376	21,000
804,399	21,000
805,433	20,980
806,461	20,980
807,499	20,980
808,536	20,960
809,559	20,960
810,587	20,940
811,621	20,940
812,664	20,940
813,687	20,900
814,721	20,900
815,747	20,900
816,784	20,900
817,818	20,880
818,846	20,880
819,872	20,860
820,903	20,880
821,929	20,860
822,958	20,840
823,983	20,800
825,018	20,840
826,052	20,800
827,089	20,800
828,109	20,820
829,149	20,800
830,180	20,780
831,217	20,780
832,263	20,780
833,297	20,760
834,323	20,740
835,360	20,760
836,385	20,720
837,408	20,740
838,434	20,740
839,451	20,720
840,471	20,700
841,500	20,700
842,528	20,700
843,553	20,680
844,576	20,700
845,602	20,680
846,616	20,680
847,628	20,680
848,645	20,680
849,670	20,640
850,705	20,680
851,730	20,640
852,756	20,640
853,784	20,640
854,804	20,640
855,816	20,620
856,841	20,620
857,881	20,620
858,893	20,600
859,921	20,580
860,938	20,580
861,967	20,560
862,995	20,580
864,007	20,580
865,030	20,580
866,044	20,480
867,067	20,540
868,092	20,540
869,112	20,540
870,132	20,540
871,146	20,520
872,178	20,540
873,186	20,520
874,212	20,500
875,235	20,480
876,255	20,500
877,286	20,480
878,311	20,480
879,343	20,460
880,366	20,460
881,391	20,440
882,417	20,440
883,437	20,440
884,451	20,440
885,465	20,420
886,488	20,420
887,514	20,420
888,525	20,400
889,560	20,400
890,580	20,380
891,605	20,380
892,628	20,360
893,659	20,360
894,693	20,340
895,719	20,360
896,750	20,360
897,773	20,340
898,808	20,340
899,830	20,340
900,850	20,340
901,873	20,320
902,907	20,320
903,941	20,300
904,976	20,300
906,001	20,280
907,036	20,280
908,067	20,260
909,101	20,260
910,132	20,260
911,158	20,260
912,178	20,260
913,201	20,240
914,227	20,240
915,264	20,240
916,287	20,220
917,324	20,220
918,335	20,220
919,355	20,100
920,380	20,180
921,418	20,180
922,432	20,180
923,463	20,160
924,489	20,160
925,506	20,160
926,540	20,140
927,554	20,140
928,583	20,120
929,614	20,120
930,637	20,100
931,651	20,100
932,674	20,080
933,711	20,100
934,722	20,100
935,748	20,080
936,785	20,060
937,817	20,060
938,842	20,060
939,865	20,040
940,908	20,040
941,931	20,020
942,957	20,020
943,976	20,000
945,010	20,000
946,033	19,980
947,065	19,980
948,090	19,960
949,125	19,980
950,162	19,960
951,193	19,960
952,230	19,940
953,259	19,920
954,290	19,920
955,324	19,920
956,347	19,900
957,367	19,920
958,390	19,900
959,401	19,860
960,432	19,920
961,452	19,880
962,467	19,860
963,504	19,880
964,527	19,860
965,550	19,820
966,564	19,840
967,584	19,840
968,615	19,820
969,638	19,820
970,663	19,820
971,672	19,800
972,689	19,800
973,715	19,780
974,726	19,800
975,752	19,780
976,766	19,780
977,797	19,760
978,811	19,760
979,843	19,740
980,874	19,760
981,900	19,740
982,914	19,740
983,946	19,740
984,971	19,740
985,997	19,720
987,025	19,680
988,034	19,680
989,071	19,680
990,094	19,680
991,114	19,660
992,142	19,660
993,157	19,660
994,176	19,660
995,193	19,660
996,208	19,640
997,228	19,640
998,242	19,600
999,256	19,620
1000,279	19,600
1001,307	19,600
1002,333	19,600
1003,356	19,560
1004,376	19,580
1005,413	19,560
1006,441	19,540
1007,461	19,540
1008,487	19,540
1009,510	19,500
1010,535	19,520
1011,558	19,520
1012,592	19,500
1013,601	19,480
1014,632	19,500
1015,670	19,480
1016,692	19,460
1017,712	19,440
1018,749	19,440
1019,772	19,420
1020,806	19,420
1021,826	19,400
1022,849	19,400
1023,875	19,380
1024,895	19,380
1025,918	19,360
1026,949	19,340
1027,966	19,340
1028,989	19,320
1030,000	19,300
1031,014	19,260
1032,037	19,240
1033,074	19,220
1034,094	19,220
1035,120	19,220
1036,131	19,200
1037,154	19,140
1038,191	19,160
1039,208	19,120
1040,240	19,140
1041,268	19,100
1042,294	19,080
1043,310	19,060
1044,345	19,040
1045,370	19,020
