Time (s)	Load (N)	Displacement (mm)
113,633	-4,5	-1,893
113,656	-4,5	-2,018
113,68	-5	-2,138
113,704	-5,5	-2,258
113,729	-6	-2,378
113,752	-7	-2,498
113,776	-7,5	-2,613
113,8	-8,5	-2,768
113,83	-9	-2,883
113,854	-9,5	-3,003
113,878	-10	-3,128
113,902	-10,5	-3,243
113,926	-12	-3,321
113,95	-12,5	-3,376
113,974	-13	-3,415
113,998	-13	-3,442
114,022	-13,5	-3,46
114,046	-13,5	-3,472
114,07	-14	-3,481
114,094	-14	-3,486
114,118	-14	-3,491
114,142	-14	-3,494
114,166	-14	-3,496
114,19	-14	-3,497
114,214	-14	-3,498
114,239	-14	-3,499
114,264	-14	-3,499
114,286	-14	-3,499
114,31	-14	-3,5
114,334	-14	-3,461
114,358	-14	-3,321
114,382	-14	-3,196
114,406	-13	-3,075
114,43	-12	-2,955
114,454	-11	-2,84
114,478	-10,5	-2,714
114,502	-10	-2,594
114,527	-9	-2,474
114,55	-8	-2,355
114,574	-7,5	-2,24
114,598	-7	-2,12
114,622	-6	-2
114,646	-5	-1,874
114,67	-4,5	-1,76
114,694	-4	-1,64
114,718	-3,5	-1,52
114,744	-3	-1,4
114,766	-2,5	-1,275
114,79	-2,5	-1,154
114,814	-1,5	-1,034
114,838	-1	-0,92
114,862	-1	-0,8
114,886	-0,5	-0,674
114,91	0	-0,554
114,934	0	-0,434
114,959	0	-0,32
114,982	0	-0,214
115,007	0,5	-0,148
115,03	1	-0,102
115,054	1	-0,07
115,078	1,5	-0,045
115,108	1,5	-0,03
115,132	1,5	-0,022
115,156	1,5	-0,014
115,18	1,5	-0,01
115,204	2	-0,007
115,228	2	-0,005
115,252	1,5	-0,004
115,276	2	-0,002
115,3	2	-0,002
115,324	2	-0,001
115,348	1,5	-0,001
115,372	1,5	0
115,396	1,5	0
115,42	1,5	-0,07
115,444	1,5	-0,211
115,468	1,5	-0,333
115,492	1	-0,459
115,516	0,5	-0,574
115,54	0	-0,689
115,564	-0,5	-0,814
115,588	-1	-0,93
115,612	-1,5	-1,054
115,636	-2	-1,174
115,66	-2	-1,29
115,684	-3	-1,414
115,708	-3	-1,55
115,732	-3,5	-1,649
115,756	-3,5	-1,774
115,78	-3,5	-1,889
115,804	-4,5	-2,014
115,828	-5	-2,134
115,852	-5,5	-2,25
115,876	-5,5	-2,374
115,9	-6	-2,494
115,925	-7,5	-2,609
115,948	-8	-2,729
115,972	-8,5	-2,854
115,996	-9	-2,969
116,02	-9,5	-3,094
116,045	-10,5	-3,213
116,068	-11	-3,301
116,092	-12	-3,367
116,116	-12,5	-3,407
116,14	-13	-3,436
116,164	-13,5	-3,456
116,188	-13,5	-3,469
116,213	-14	-3,479
116,236	-14	-3,485
116,26	-14	-3,49
116,284	-14	-3,493
116,308	-14	-3,496
116,338	-14,5	-3,497
116,362	-14,5	-3,498
116,386	-14,5	-3,499
116,41	-14,5	-3,499
116,434	-14,5	-3,499
116,458	-14,5	-3,5
116,482	-14,5	-3,432
116,506	-14	-3,292
116,53	-14	-3,168
116,554	-13,5	-3,047
116,578	-12,5	-2,932
116,602	-12	-2,811
116,626	-10,5	-2,686
116,65	-10	-2,566
116,674	-9,5	-2,452
116,698	-8,5	-2,326
116,722	-8	-2,211
116,746	-7	-2,086
116,77	-6	-1,971
116,794	-6	-1,851
116,818	-5	-1,726
116,842	-4,5	-1,611
116,866	-3,5	-1,491
116,89	-3	-1,361
116,914	-3	-1,246
116,939	-2,5	-1,126
116,962	-2	-1,006
116,986	-1,5	-0,891
117,01	-1	-0,766
117,034	-0,5	-0,646
117,058	-0,5	-0,531
117,082	0	-0,406
117,106	0	-0,292
117,13	0	-0,199
117,154	0,5	-0,135
117,179	1	-0,093
117,202	1	-0,064
117,226	1,5	-0,044
117,25	1,5	-0,031
117,274	1,5	-0,022
117,298	1,5	-0,014
117,322	1,5	-0,01
117,346	1,5	-0,007
117,37	1,5	-0,005
117,394	1,5	-0,004
117,418	1,5	-0,002
117,442	1,5	-0,002
117,466	1,5	-0,001
117,49	1,5	-0,001
117,514	1,5	0
117,538	1,5	0
117,562	1,5	-0,096
117,586	1,5	-0,229
117,61	1,5	-0,351
117,634	1	-0,472
117,658	0,5	-0,592
117,682	0	-0,712
117,706	-0,5	-0,862
117,736	-0,5	-0,982
117,76	-1,5	-1,107
117,784	-2	-1,222
117,808	-2,5	-1,337
117,832	-3	-1,462
117,856	-3	-1,582
117,88	-3	-1,702
117,904	-4	-1,822
117,928	-4	-1,937
117,952	-4,5	-2,062
117,976	-5	-2,177
118	-5,5	-2,302
118,024	-6,5	-2,422
118,048	-7	-2,537
118,072	-7,5	-2,662
118,096	-8	-2,777
118,12	-8,5	-2,902
118,144	-9,5	-3,022
118,168	-10	-3,142
118,192	-10,5	-3,25
118,216	-11	-3,331
118,24	-12	-3,382
118,264	-12,5	-3,42
118,288	-13,5	-3,444
118,312	-13,5	-3,465
118,342	-13,5	-3,476
118,366	-14	-3,483
118,39	-14	-3,488
118,414	-14	-3,492
118,438	-14	-3,495
118,462	-14	-3,496
118,486	-14	-3,498
118,51	-14	-3,498
118,534	-14	-3,499
118,558	-14	-3,499
118,582	-14	-3,499
118,606	-14	-3,5
118,63	-14	-3,426
118,654	-14	-3,29
118,679	-14,5	-3,162
118,702	-13,5	-3,046
118,726	-12	-2,921
118,75	-11,5	-2,801
118,774	-10,5	-2,686
118,798	-10	-2,561
118,822	-9,5	-2,441
118,847	-8,5	-2,321
118,87	-8	-2,201
118,894	-7	-2,086
118,918	-6	-1,931
118,948	-5,5	-1,811
118,972	-5	-1,691
118,996	-5	-1,571
119,02	-3,5	-1,456
119,044	-3	-1,331
119,068	-2,5	-1,211
119,092	-2	-1,096
119,116	-1,5	-0,971
119,141	-1,5	-0,856
119,164	-0,5	-0,736
119,188	-0,5	-0,611
119,212	0	-0,491
119,236	0	-0,371
119,26	0	-0,256
119,284	0,5	-0,179
119,308	1	-0,121
119,335	1	-0,084
119,356	1	-0,058
119,38	1,5	-0,04
119,404	1,5	-0,028
119,428	1,5	-0,019
119,452	1,5	-0,013
119,476	1,5	-0,009
119,5	1,5	-0,006
119,524	1,5	-0,004
119,548	1,5	-0,003
119,572	1,5	-0,002
119,596	1,5	-0,002
119,62	1,5	-0,001
119,644	1,5	0
119,668	1,5	-0,004
119,692	1,5	-0,125
119,716	1,5	-0,289
119,746	1	-0,41
119,77	1	-0,53
119,794	0	-0,65
119,818	0	-0,77
119,842	-0,5	-0,89
119,866	-1,5	-1,01
119,89	-2	-1,126
119,914	-2	-1,246
119,938	-2,5	-1,371
119,962	-3	-1,485
119,986	-3	-1,61
120,01	-3,5	-1,725
120,034	-4	-1,85
120,058	-4,5	-1,965
120,082	-4,5	-2,09
120,106	-5,5	-2,21
120,131	-6	-2,33
120,154	-6	-2,445
120,178	-6,5	-2,566
120,202	-6,5	-2,72
120,232	-8,5	-2,84
120,256	-9	-2,956
120,28	-9,5	-3,076
120,304	-10,5	-3,195
120,328	-11	-3,292
120,352	-12	-3,359
120,376	-12	-3,403
120,4	-13	-3,432
120,424	-13,5	-3,453
120,448	-13,5	-3,468
120,472	-14	-3,478
120,496	-14	-3,485
120,52	-14	-3,49
120,544	-14	-3,493
120,568	-14	-3,495
120,592	-14	-3,497
120,616	-14	-3,498
120,64	-14	-3,498
120,664	-14	-3,499
120,688	-14	-3,499
120,712	-14,5	-3,5
120,737	-14,5	-3,494
120,76	-14	-3,365
120,784	-14	-3,241
120,808	-13,5	-3,119
120,832	-13	-3,003
120,856	-12,5	-2,878
120,88	-10,5	-2,728
120,91	-10	-2,603
120,934	-9,5	-2,483
120,958	-9	-2,368
120,982	-8,5	-2,243
121,006	-7	-2,128
121,03	-6,5	-2,003
121,054	-6	-1,882
121,078	-5,5	-1,762
121,102	-5,5	-1,643
121,126	-3,5	-1,523
121,15	-3	-1,402
121,174	-3	-1,282
121,198	-2,5	-1,167
121,222	-2	-1,042
121,246	-1	-0,922
121,27	-1	-0,802
121,294	-1	-0,688
121,318	-0,5	-0,562
121,342	0	-0,447
121,366	0	-0,322
121,39	0	-0,224
121,414	0,5	-0,151
121,438	1	-0,104
121,463	1	-0,072
121,486	1,5	-0,05
121,514	1,5	-0,034
121,534	1,5	-0,024
121,558	1,5	-0,016
121,582	1,5	-0,011
121,606	1,5	-0,008
121,63	2	-0,005
121,654	2	-0,004
121,678	2	-0,003
121,702	2	-0,002
121,726	1,5	-0,001
121,75	1,5	-0,001
121,774	1,5	-0,001
121,798	1,5	0
121,822	2	-0,064
121,846	1,5	-0,198
121,87	1,5	-0,326
121,894	1,5	-0,442
121,918	1	-0,567
121,942	0,5	-0,687
121,966	0	-0,802
121,99	-0,5	-0,928
122,014	-1	-1,043
122,038	-1,5	-1,168
122,062	-2	-1,283
122,086	-2,5	-1,408
122,11	-3	-1,528
122,134	-3	-1,643
122,158	-3,5	-1,768
122,182	-4	-1,888
122,206	-4,5	-2,007
122,231	-5	-2,133
122,254	-5,5	-2,248
122,278	-5,5	-2,368
122,302	-6	-2,488
122,326	-7,5	-2,603
122,35	-7,5	-2,728
122,374	-8	-2,843
122,398	-8	-2,968
122,422	-9	-3,088
122,446	-10,5	-3,208
122,47	-11	-3,3
122,494	-11,5	-3,362
122,518	-12	-3,405
122,542	-12,5	-3,434
122,566	-13,5	-3,455
122,59	-13,5	-3,468
122,614	-13,5	-3,478
122,638	-14	-3,485
122,662	-14	-3,489
122,686	-14	-3,493
122,71	-14	-3,496
122,734	-14	-3,497
122,758	-14	-3,498
122,782	-14	-3,498
122,806	-14	-3,499
122,83	-14	-3,499
122,854	-14	-3,5
122,878	-14	-3,425
122,902	-14	-3,294
122,926	-13,5	-3,171
122,95	-13	-3,045
122,974	-12,5	-2,925
122,999	-11,5	-2,81
123,022	-11	-2,69
123,046	-9,5	-2,57
123,07	-9	-2,45
123,094	-8	-2,33
123,118	-7,5	-2,205
123,142	-7	-2,085
123,166	-6	-1,97
123,19	-5,5	-1,845
123,215	-5,5	-1,73
123,238	-4,5	-1,605
123,262	-4	-1,484
123,286	-3	-1,365
123,31	-2,5	-1,245
123,334	-2	-1,13
123,358	-1,5	-1,005
123,382	-1,5	-0,88
123,406	-0,5	-0,765
123,43	-0,5	-0,645
123,454	0	-0,524
123,478	0	-0,41
123,502	0	-0,281
123,526	0,5	-0,196
123,55	1	-0,137
123,574	1	-0,094
123,598	1	-0,065
123,622	1,5	-0,044
123,646	1,5	-0,03
123,67	1,5	-0,022
123,694	1,5	-0,014
123,718	1,5	-0,01
123,742	2	-0,006
123,766	2	-0,005
123,79	2	-0,003
123,814	2	-0,002
123,838	2	-0,002
123,862	1,5	-0,001
123,886	1,5	-0,001
123,91	2	-0,001
123,934	1,5	0
123,958	1,5	-0,04
123,982	1,5	-0,18
124,006	1,5	-0,3
124,03	1	-0,426
124,054	1	-0,541
124,078	0,5	-0,661
124,102	0	-0,786
124,126	-0,5	-0,901
124,15	-1	-1,021
124,174	-1,5	-1,146
124,198	-2	-1,266
124,222	-2,5	-1,391
124,246	-3	-1,531
124,276	-3	-1,651
124,3	-3,5	-1,776
124,324	-4,5	-1,896
124,348	-4,5	-2,011
124,372	-5	-2,136
124,396	-5	-2,251
124,42	-5,5	-2,376
124,444	-6,5	-2,496
124,468	-7	-2,611
124,492	-7,5	-2,736
124,516	-8	-2,856
124,54	-9	-2,976
124,564	-10	-3,096
124,588	-10,5	-3,216
124,612	-11	-3,302
124,636	-11,5	-3,366
124,66	-12	-3,408
124,684	-13	-3,435
124,708	-13,5	-3,456
124,732	-13,5	-3,469
124,756	-13,5	-3,479
124,78	-14	-3,485
124,804	-13,5	-3,49
124,828	-14	-3,493
124,852	-14	-3,496
124,876	-14	-3,497
124,9	-14	-3,498
124,924	-14	-3,498
124,948	-14	-3,499
124,972	-14	-3,499
124,996	-14	-3,5
125,02	-14	-3,497
125,044	-14	-3,38
125,068	-14	-3,246
125,092	-13,5	-3,124
125,116	-13	-3,003
125,14	-12,5	-2,883
125,164	-11	-2,768
125,188	-10	-2,647
125,212	-9,5	-2,527
125,236	-9	-2,407
125,26	-8	-2,282
125,284	-7	-2,162
125,308	-6,5	-2,047
125,332	-6	-1,917
125,356	-5,5	-1,802
125,38	-4,5	-1,688
125,404	-4	-1,562
125,428	-3,5	-1,442
125,452	-3	-1,327
125,476	-2,5	-1,207
125,5	-2	-1,082
125,524	-1,5	-0,962
125,548	-1	-0,842
125,572	-0,5	-0,728
125,596	-0,5	-0,602
125,62	0	-0,482
125,644	0	-0,362
125,668	0	-0,249
125,692	0,5	-0,171
125,716	1	-0,12
125,74	1	-0,081
125,764	1,5	-0,056
125,788	1,5	-0,039
125,812	1,5	-0,027
125,836	1,5	-0,019
125,86	1,5	-0,012
125,884	1,5	-0,008
125,908	1,5	-0,006
125,932	1,5	-0,004
125,956	1,5	-0,003
125,98	1,5	-0,002
126,004	2	-0,002
126,028	2	-0,001
126,052	1,5	-0,001
126,076	1,5	-0,001
126,1	2	0
126,124	1,5	-0,089
126,148	1,5	-0,221
126,172	1,5	-0,343
126,196	1	-0,468
126,22	1	-0,589
126,244	0	-0,704
126,268	-0,5	-0,829
126,292	-1	-0,949
126,316	-1,5	-1,069
126,34	-2	-1,184
126,364	-2,5	-1,309
126,388	-3	-1,424
126,412	-3	-1,55
126,436	-3	-1,664
126,46	-3,5	-1,789
126,484	-4,5	-1,904
126,508	-4,5	-2,024
126,532	-5	-2,144
126,556	-5,5	-2,264
126,58	-5,5	-2,39
126,604	-6,5	-2,514
126,628	-7	-2,624
126,652	-7,5	-2,744
126,676	-8	-2,869
126,7	-9	-2,989
126,724	-10	-3,109
126,748	-10,5	-3,227
126,772	-11	-3,313
126,796	-12	-3,367
126,82	-12	-3,411
126,844	-13	-3,438
126,868	-13,5	-3,457
126,892	-13,5	-3,47
126,916	-14	-3,48
126,94	-14	-3,486
126,964	-14	-3,49
126,988	-14	-3,493
127,012	-14	-3,496
127,036	-14	-3,497
127,06	-14	-3,498
127,084	-14	-3,498
127,108	-14	-3,499
127,132	-14	-3,499
127,156	-14	-3,5
127,18	-14	-3,406
127,204	-14	-3,278
127,228	-13,5	-3,15
127,252	-13	-3,035
127,276	-12,5	-2,91
127,3	-12	-2,789
127,324	-10,5	-2,674
127,348	-10	-2,549
127,372	-9	-2,43
127,396	-8,5	-2,31
127,42	-7,5	-2,189
127,444	-6,5	-2,07
127,468	-6	-1,95
127,492	-5,5	-1,829
127,516	-5	-1,714
127,54	-4,5	-1,59
127,564	-3,5	-1,47
127,588	-3	-1,35
127,612	-2,5	-1,235
127,636	-2	-1,11
127,66	-2	-0,99
127,684	-1	-0,86
127,708	-1	-0,755
127,734	-0,5	-0,63
127,756	0	-0,509
127,78	0	-0,39
127,804	0	-0,272
127,828	0,5	-0,189
127,852	0,5	-0,13
127,876	1	-0,088
127,9	1,5	-0,061
127,924	1,5	-0,042
127,948	1,5	-0,029
127,972	1,5	-0,02
127,996	1,5	-0,014
128,02	1,5	-0,01
128,044	2	-0,006
128,068	2	-0,005
128,092	2	-0,003
128,116	2	-0,002
128,14	1,5	-0,002
128,164	1,5	-0,001
128,187	1,5	-0,001
128,212	1,5	-0,001
128,236	1,5	0
128,26	2	-0,084
128,284	2	-0,219
128,308	1,5	-0,342
128,332	1	-0,467
128,356	0,5	-0,588
128,38	0	-0,703
128,404	-0,5	-0,823
128,428	-1	-0,948
128,452	-1,5	-1,063
128,476	-2	-1,188
128,5	-2	-1,308
128,524	-2,5	-1,428
128,548	-3	-1,548
128,572	-3	-1,663
128,596	-3,5	-1,788
128,62	-4	-1,908
128,644	-4,5	-2,028
128,668	-5	-2,148
128,691	-5,5	-2,268
128,716	-5,5	-2,383
128,74	-6	-2,508
128,764	-7,5	-2,628
128,788	-7,5	-2,748
128,811	-8	-2,863
128,837	-8,5	-2,988
128,86	-9,5	-3,108
128,883	-10,5	-3,226
128,908	-11	-3,312
128,932	-12	-3,371
128,955	-12	-3,411
128,98	-13	-3,438
129,008	-13,5	-3,461
129,034	-13,5	-3,473
129,058	-13,5	-3,481
129,081	-14	-3,487
129,106	-14	-3,491
129,13	-14	-3,494
129,154	-14	-3,496
129,178	-14	-3,498
129,201	-14	-3,498
129,226	-14	-3,499
129,25	-14	-3,499
129,273	-14	-3,5
129,298	-14	-3,496
129,322	-14	-3,376
129,346	-14	-3,248
129,37	-13,5	-3,127
129,394	-13	-3,006
129,418	-12	-2,886
129,441	-11,5	-2,77
129,466	-10	-2,645
129,489	-9,5	-2,525
129,514	-9	-2,41
129,537	-8,5	-2,286
129,561	-7,5	-2,165
129,585	-6,5	-2,046
129,609	-5,5	-1,926
129,633	-5,5	-1,806
129,657	-5	-1,691
129,681	-4,5	-1,571
129,705	-3,5	-1,45
129,729	-3	-1,33
129,754	-2,5	-1,206
129,778	-2	-1,086
129,802	-1,5	-0,966
129,826	-1	-0,846
129,85	-0,5	-0,726
129,873	-0,5	-0,605
129,898	0	-0,485
129,921	0	-0,366
129,945	0	-0,252
129,969	0,5	-0,173
129,993	1	-0,119
130,017	1	-0,083
130,041	1,5	-0,057
130,065	1,5	-0,039
130,09	1,5	-0,027
130,114	1,5	-0,019
130,137	2	-0,012
130,162	2	-0,008
130,185	2	-0,006
130,21	1,5	-0,004
130,234	1,5	-0,003
130,257	1,5	-0,002
130,281	1,5	-0,002
130,305	2	-0,001
130,329	1,5	-0,001
130,354	1,5	-0,001
130,377	1,5	0
130,401	2	-0,046
130,425	1,5	-0,183
130,449	1,5	-0,306
130,474	1,5	-0,457
130,503	0,5	-0,578
130,527	0	-0,693
130,551	0	-0,818
130,575	-0,5	-0,933
130,599	-1	-1,058
130,624	-2	-1,178
130,647	-2,5	-1,298
130,671	-2,5	-1,418
130,695	-3	-1,533
130,719	-3	-1,653
130,744	-3,5	-1,778
130,768	-4	-1,898
130,791	-4,5	-2,018
130,815	-4,5	-2,138
130,839	-5	-2,253
130,863	-6	-2,378
130,889	-6,5	-2,498
130,911	-7	-2,618
130,935	-7,5	-2,738
130,959	-8	-2,858
130,983	-9	-2,978
131,008	-9,5	-3,098
131,032	-10	-3,217
131,055	-10,5	-3,306
131,082	-11	-3,367
131,103	-12,5	-3,408
131,127	-13	-3,436
131,152	-13	-3,456
131,175	-13,5	-3,47
131,199	-13,5	-3,479
131,223	-13,5	-3,485
131,247	-13,5	-3,49
131,271	-14	-3,493
131,296	-14	-3,496
131,319	-14	-3,497
131,343	-14	-3,498
131,368	-14	-3,499
131,391	-14	-3,499
131,415	-14	-3,499
131,439	-14	-3,5
131,463	-14	-3,482
131,487	-14	-3,348
131,511	-14	-3,222
131,535	-13,5	-3,105
131,559	-13	-2,979
131,583	-11,5	-2,864
131,609	-11	-2,744
131,631	-10	-2,619
131,656	-9,5	-2,499
131,679	-9	-2,379
131,703	-7,5	-2,264
131,727	-7	-2,109
131,757	-6	-1,989
131,781	-6	-1,869
131,805	-5	-1,749
131,829	-4,5	-1,629
131,856	-4	-1,499
131,877	-3,5	-1,389
131,901	-3	-1,269
131,925	-2	-1,149
131,949	-1,5	-1,029
131,973	-1	-0,909
131,997	-1	-0,794
132,021	-1	-0,669
132,045	-0,5	-0,549
132,069	0	-0,429
132,093	0	-0,309
132,117	0	-0,21
132,141	0,5	-0,145
132,165	1	-0,1
132,189	1,5	-0,069
132,213	1,5	-0,048
132,237	1,5	-0,032
132,261	1,5	-0,023
132,285	1,5	-0,016
132,309	1,5	-0,01
132,333	1,5	-0,007
132,357	1,5	-0,005
132,381	1,5	-0,004
132,405	1,5	-0,002
132,429	1,5	-0,002
132,453	1,5	-0,001
132,477	1,5	-0,001
132,501	1,5	-0,001
132,525	2	0
132,549	2	-0,058
132,573	1,5	-0,194
132,597	1,5	-0,318
132,621	1,5	-0,438
132,645	0,5	-0,558
132,669	0	-0,678
132,693	0	-0,798
132,717	-0,5	-0,918
132,741	-0,5	-1,038
132,765	-2	-1,154
132,789	-2,5	-1,278
132,813	-2,5	-1,394
132,837	-3	-1,524
132,861	-3	-1,639
132,885	-3,5	-1,759
132,909	-4	-1,874
132,933	-4,5	-1,999
132,957	-4,5	-2,119
132,981	-5	-2,239
133,005	-5,5	-2,359
133,029	-6	-2,479
133,053	-7	-2,599
133,077	-7,5	-2,719
133,101	-8	-2,839
133,125	-9	-2,959
133,15	-9,5	-3,079
133,173	-10	-3,199
133,197	-10	-3,295
133,221	-11	-3,358
133,245	-12,5	-3,403
133,27	-13	-3,432
133,293	-13	-3,454
133,317	-13,5	-3,467
133,341	-13,5	-3,478
133,365	-13,5	-3,484
133,389	-14	-3,489
133,413	-14	-3,493
133,437	-14	-3,496
133,461	-14	-3,497
133,485	-14	-3,498
133,509	-14	-3,498
133,533	-14	-3,499
133,557	-14	-3,499
133,581	-14	-3,5
133,605	-14	-3,438
133,629	-14	-3,299
133,653	-14	-3,175
133,677	-13,5	-3,054
133,701	-13	-2,939
133,725	-11	-2,814
133,749	-10,5	-2,694
133,773	-10	-2,574
133,797	-9,5	-2,454
133,821	-9	-2,334
133,845	-7,5	-2,214
133,869	-7	-2,094
133,893	-6	-1,974
133,917	-5,5	-1,854
133,941	-5	-1,739
133,965	-4	-1,614
133,989	-3,5	-1,494
134,013	-3	-1,374
134,037	-2,5	-1,259
134,061	-2	-1,134
134,085	-1,5	-1,014
134,109	-1,5	-0,898
134,133	-1	-0,774
134,157	-0,5	-0,654
134,181	-0,5	-0,534
134,205	0	-0,414
134,229	0	-0,294
134,253	0	-0,201
134,277	0,5	-0,138
134,301	1	-0,095
134,325	1,5	-0,066
134,349	1,5	-0,046
134,373	1,5	-0,031
134,397	1,5	-0,02
134,427	1,5	-0,014
134,451	1,5	-0,009
134,475	1,5	-0,006
134,499	1,5	-0,005
134,523	1,5	-0,003
134,547	2	-0,002
134,571	2	-0,002
134,595	1,5	-0,001
134,619	1,5	-0,001
134,643	1,5	-0,001
134,667	1,5	0
134,691	1,5	-0,035
134,715	1,5	-0,169
134,739	1,5	-0,3
134,763	1	-0,421
134,787	1	-0,541
134,811	0	-0,661
134,835	0	-0,781
134,859	-0,5	-0,901
134,883	-1,5	-1,021
134,907	-2	-1,141
134,931	-2,5	-1,261
