Time (s)	Load (N)	Displacement (mm)
2,387	-12,5	-1,526
2,411	-13,5	-1,646
2,435	-15	-1,766
2,459	-15,5	-1,896
2,483	-17	-2,006
2,507	-19	-2,126
2,531	-20	-2,246
2,555	-21	-2,366
2,579	-22	-2,486
2,603	-23	-2,606
2,628	-25	-2,726
2,651	-26	-2,846
2,675	-27,5	-2,966
2,699	-28,5	-3,086
2,723	-30	-3,206
2,747	-32,5	-3,299
2,771	-34	-3,362
2,795	-35	-3,405
2,819	-36	-3,434
2,843	-36,5	-3,455
2,867	-37,5	-3,468
2,891	-37,5	-3,482
2,927	-38	-3,488
2,951	-38	-3,491
2,975	-38	-3,494
2,999	-38	-3,496
3,023	-38	-3,497
3,047	-38	-3,498
3,071	-38	-3,499
3,095	-38	-3,499
3,119	-38	-3,5
3,144	-38	-3,466
3,167	-38	-3,327
3,191	-37,5	-3,202
3,215	-36,5	-3,081
3,239	-35	-2,96
3,263	-33,5	-2,84
3,287	-30,5	-2,72
3,311	-24	-2,18
3,419	-23	-2,06
3,443	-22	-1,94
3,467	-20	-1,82
3,491	-19	-1,7
3,515	-18	-1,58
3,539	-17	-1,46
3,563	-15,5	-1,34
3,587	-14	-1,22
3,611	-12,5	-1,1
3,635	-11,5	-0,98
3,659	-10,5	-0,86
3,683	-9	-0,74
3,707	-7	-0,62
3,731	-6	-0,5
3,755	-4,5	-0,38
3,779	-4	-0,264
3,803	-3	-0,181
3,827	-1	-0,125
3,851	0	-0,086
3,875	0	-0,059
3,899	0	-0,041
3,923	0,5	-0,028
3,948	1	-0,019
3,971	1	-0,014
3,995	1	-0,009
4,019	1	-0,006
4,043	1,5	-0,004
4,067	1,5	-0,003
4,091	1,5	-0,002
4,115	1,5	-0,002
4,139	1,5	-0,001
4,163	1,5	-0,001
4,187	1	0
4,211	1,5	-0,048
4,235	1	-0,186
4,259	1	-0,31
4,283	0,5	-0,431
4,307	-1,5	-0,552
4,331	-2,5	-0,672
4,355	-4	-0,792
4,379	-4,5	-0,912
4,403	-6	-1,032
4,427	-8	-1,152
4,451	-9,5	-1,272
4,475	-10,5	-1,392
4,499	-11,5	-1,512
4,523	-12,5	-1,632
4,547	-14,5	-1,752
4,571	-15	-1,872
4,595	-16,5	-1,992
4,619	-18	-2,112
4,643	-19	-2,232
4,667	-21	-2,352
4,691	-21,5	-2,472
4,715	-23	-2,592
4,739	-24	-2,712
4,764	-25	-2,832
4,787	-27	-2,952
4,811	-28,5	-3,072
4,835	-29,5	-3,192
4,859	-30,5	-3,289
4,883	-32	-3,357
4,907	-35	-3,4
4,931	-35,5	-3,431
4,955	-36	-3,453
4,979	-36,5	-3,467
5,003	-37	-3,477
5,027	-37,5	-3,485
5,051	-37,5	-3,489
5,075	-37,5	-3,492
5,099	-37,5	-3,494
5,123	-37,5	-3,496
5,147	-37,5	-3,497
5,171	-37,5	-3,498
5,195	-37,5	-3,499
5,219	-37,5	-3,499
5,243	-37,5	-3,5
5,267	-37,5	-3,455
5,291	-37,5	-3,314
5,315	-37	-3,195
5,339	-36	-3,068
5,363	-34,5	-2,948
5,387	-31,5	-2,828
5,411	-30	-2,708
5,435	-28,5	-2,588
5,459	-28,5	-2,467
5,483	-28,5	-2,348
5,507	-24	-2,228
5,531	-23	-2,108
5,555	-22	-1,988
5,579	-21	-1,863
5,603	-19,5	-1,748
5,627	-18	-1,628
5,651	-17	-1,508
5,675	-15,5	-1,388
5,699	-14,5	-1,268
5,723	-13,5	-1,148
5,747	-11	-1,028
5,771	-10	-0,908
5,795	-9	-0,788
5,819	-8	-0,668
5,843	-6,5	-0,528
5,867	-4,5	-0,428
5,891	-3,5	-0,308
5,915	-3	-0,211
5,939	-1,5	-0,145
5,963	-1	-0,1
5,987	0	-0,069
6,011	0,5	-0,047
6,035	1	-0,033
6,059	1	-0,022
6,083	1,5	-0,015
6,107	1,5	-0,011
6,131	1,5	-0,008
6,155	1,5	-0,006
6,179	1,5	-0,004
6,203	1,5	-0,002
6,227	1,5	-0,002
6,251	1,5	-0,001
6,275	1,5	-0,001
6,299	1,5	-0,001
6,323	1,5	-0,109
6,347	1,5	-0,238
6,371	1	-0,36
6,395	0	-0,481
6,419	-1	-0,601
6,443	-2	-0,721
6,467	-4,5	-0,842
6,491	-6	-0,962
6,515	-7	-1,082
6,539	-8	-1,202
6,563	-9	-1,327
6,587	-11	-1,442
6,611	-12	-1,562
6,635	-13	-1,682
6,659	-14	-1,802
6,683	-15	-1,922
6,707	-17,5	-2,042
6,732	-18,5	-2,162
6,755	-19,5	-2,282
6,779	-20,5	-2,402
6,803	-21	-2,522
6,827	-23,5	-2,641
6,851	-24,5	-2,761
6,875	-25,5	-2,881
6,899	-27	-3,001
6,923	-28	-3,121
6,947	-30,5	-3,241
6,971	-31,5	-3,317
6,995	-33	-3,375
7,019	-34,5	-3,414
7,043	-35	-3,441
7,067	-36	-3,46
7,091	-36,5	-3,472
7,115	-36,5	-3,481
7,139	-37	-3,487
7,163	-37	-3,49
7,187	-37	-3,493
7,211	-37	-3,495
7,235	-37	-3,497
7,259	-37,5	-3,498
7,283	-37,5	-3,498
7,307	-37,5	-3,499
7,331	-37,5	-3,499
7,355	-37	-3,499
7,379	-37	-3,393
7,403	-37	-3,262
7,427	-36	-3,14
7,451	-34,5	-3,019
7,475	-33	-2,899
7,499	-31,5	-2,778
7,523	-30	-2,659
7,547	-28,5	-2,539
7,571	-26	-2,419
7,595	-24,5	-2,298
7,619	-24	-2,178
7,643	-23	-2,058
7,667	-21,5	-1,938
7,691	-19,5	-1,819
7,715	-18,5	-1,699
7,741	-17,5	-1,579
7,763	-16,5	-1,458
7,787	-14,5	-1,338
7,811	-13	-1,188
7,841	-12	-1,069
7,865	-11	-0,948
7,889	-8,5	-0,828
7,913	-7,5	-0,708
7,937	-6,5	-0,588
7,961	-5,5	-0,454
7,985	-3,5	-0,348
8,009	-2,5	-0,24
8,033	-1,5	-0,164
8,057	-0,5	-0,113
8,081	0	-0,077
8,105	0	-0,054
8,129	1	-0,037
8,153	1	-0,026
8,177	1,5	-0,017
8,201	1,5	-0,012
8,225	1,5	-0,008
8,249	1,5	-0,006
8,273	1,5	-0,004
8,297	1,5	-0,002
8,321	1,5	-0,002
8,345	1,5	-0,001
8,369	1,5	-0,001
8,393	1,5	0
8,417	1,5	-0,037
8,441	1,5	-0,174
8,464	1,5	-0,298
8,489	0	-0,419
8,513	-0,5	-0,539
8,537	-1,5	-0,66
8,561	-3	-0,78
8,585	-4	-0,9
8,609	-6,5	-1,02
8,633	-7,5	-1,14
8,657	-8,5	-1,26
8,681	-9,5	-1,38
8,705	-10,5	-1,505
8,729	-12,5	-1,62
8,753	-13,5	-1,74
8,777	-14,5	-1,86
8,801	-15,5	-1,98
8,825	-16,5	-2,1
8,848	-19	-2,22
8,873	-20	-2,34
8,897	-21	-2,46
8,921	-22	-2,58
8,944	-24	-2,7
8,97	-25	-2,824
8,993	-25,5	-2,94
9,017	-27	-3,06
9,041	-28,5	-3,18
9,065	-29,5	-3,281
9,088	-32	-3,35
9,112	-33,5	-3,396
9,137	-34,5	-3,429
9,161	-35,5	-3,451
9,184	-36	-3,466
9,209	-36,5	-3,476
9,233	-36,5	-3,484
9,257	-36,5	-3,489
9,281	-37	-3,492
9,304	-37	-3,494
9,329	-37	-3,496
9,353	-37	-3,497
9,376	-37	-3,498
9,4	-37	-3,499
9,425	-37	-3,499
9,448	-37	-3,5
9,473	-37	-3,399
9,496	-37	-3,27
9,52	-36,5	-3,147
9,544	-35,5	-3,026
9,569	-32	-2,906
9,593	-30,5	-2,78
9,617	-29	-2,666
9,641	-28	-2,546
9,664	-25,5	-2,426
9,689	-24,5	-2,306
9,712	-23,5	-2,186
9,737	-22,5	-2,066
9,76	-21	-1,946
9,784	-20	-1,826
9,808	-18,5	-1,706
9,832	-17	-1,586
9,856	-16	-1,466
9,88	-15	-1,346
9,904	-14	-1,226
9,928	-11,5	-1,106
9,952	-10,5	-0,985
9,976	-9,5	-0,866
10,001	-8,5	-0,746
10,024	-7	-0,626
10,048	-5	-0,505
10,072	-4	-0,386
10,096	-3	-0,269
10,12	-2	-0,185
10,144	-0,5	-0,127
10,168	0	-0,088
10,192	0,5	-0,06
10,216	1	-0,042
10,24	1	-0,029
10,264	1,5	-0,02
10,288	1,5	-0,014
10,312	1,5	-0,01
10,336	1,5	-0,007
10,36	1,5	-0,005
10,384	1,5	-0,003
10,408	1,5	-0,002
10,432	1,5	-0,002
10,456	1,5	-0,001
10,48	1,5	0
10,504	1,5	-0,016
10,528	1,5	-0,154
10,552	1,5	-0,274
10,576	1	-0,396
10,601	0	-0,516
10,625	-2	-0,637
10,648	-3	-0,756
10,672	-4,5	-0,876
10,696	-5,5	-0,997
10,72	-6,5	-1,117
10,744	-8	-1,237
10,768	-9,5	-1,357
10,792	-10,5	-1,476
10,816	-12	-1,596
10,84	-13	-1,716
10,864	-14	-1,836
10,888	-15,5	-1,962
10,912	-17	-2,076
10,936	-17	-2,196
10,96	-19	-2,316
10,985	-20	-2,436
11,008	-22	-2,556
11,032	-23	-2,682
11,056	-24	-2,797
11,08	-25	-2,912
11,104	-26,5	-3,037
11,128	-28,5	-3,157
11,152	-30	-3,265
11,176	-31	-3,339
11,2	-32,5	-3,389
11,224	-35	-3,424
11,248	-35,5	-3,447
11,272	-36	-3,464
11,296	-36	-3,475
11,32	-36,5	-3,483
11,344	-36,5	-3,488
11,368	-36,5	-3,491
11,393	-36,5	-3,494
11,416	-36,5	-3,496
11,44	-36,5	-3,497
11,464	-37	-3,498
11,488	-36,5	-3,498
11,512	-36,5	-3,499
11,536	-36,5	-3,5
11,56	-36,5	-3,449
11,584	-37	-3,31
11,608	-36	-3,186
11,632	-35	-3,065
11,656	-33	-2,945
11,68	-31,5	-2,824
11,704	-30	-2,704
11,728	-27,5	-2,584
11,752	-26	-2,464
11,776	-25	-2,344
11,8	-24	-2,224
11,824	-22	-2,104
11,848	-21	-1,984
11,872	-19,5	-1,864
11,896	-19	-1,744
11,92	-18	-1,624
11,944	-16,5	-1,504
11,968	-14,5	-1,384
11,992	-13,5	-1,264
12,016	-12	-1,144
12,04	-11	-1,025
12,064	-10	-0,9
12,088	-7,5	-0,78
12,112	-6,5	-0,665
12,136	-5,5	-0,544
12,16	-4,5	-0,425
12,184	-3,5	-0,305
12,208	-1,5	-0,208
12,232	-1	-0,143
12,256	0	-0,099
12,28	0	-0,068
12,304	1	-0,047
12,328	1,5	-0,032
12,352	1,5	-0,022
12,376	1,5	-0,015
12,4	1,5	-0,011
12,424	1,5	-0,008
12,448	1,5	-0,005
12,472	1,5	-0,004
12,496	1,5	-0,003
12,52	1,5	-0,002
12,544	1,5	-0,001
12,568	1,5	-0,001
12,592	1,5	0
12,616	1,5	-0,086
12,64	1,5	-0,218
12,664	1,5	-0,341
12,688	0	-0,462
12,712	-1	-0,582
12,736	-1	-0,702
12,76	-3,5	-0,822
12,784	-5,5	-0,937
12,808	-7	-1,062
12,832	-8	-1,182
12,856	-9	-1,302
12,88	-9,5	-1,422
12,904	-10,5	-1,542
12,928	-13	-1,662
12,952	-14	-1,782
12,976	-15	-1,902
13	-15,5	-2,022
13,024	-18	-2,143
13,048	-19	-2,262
13,072	-20	-2,382
13,096	-21	-2,502
13,12	-22	-2,622
13,144	-22	-2,742
13,168	-25	-2,862
13,192	-26	-2,982
13,216	-27,5	-3,102
13,24	-28,5	-3,221
13,264	-29,5	-3,309
13,288	-32,5	-3,368
13,313	-33,5	-3,409
13,336	-34,5	-3,438
13,36	-35,5	-3,457
13,384	-36	-3,47
13,408	-36	-3,48
13,432	-36	-3,486
13,456	-36	-3,49
13,48	-36,5	-3,493
13,504	-36,5	-3,495
13,528	-36,5	-3,497
13,553	-36,5	-3,498
13,576	-36,5	-3,498
13,6	-36,5	-3,499
13,624	-36,5	-3,499
13,648	-36,5	-3,498
13,672	-36,5	-3,387
13,696	-36,5	-3,258
13,72	-36	-3,13
13,744	-33	-3,02
13,768	-31,5	-2,894
13,792	-30	-2,774
13,816	-28,5	-2,654
13,84	-27,5	-2,534
13,864	-26	-2,414
13,888	-24	-2,294
13,912	-23	-2,179
13,936	-22	-2,054
13,96	-21	-1,934
13,984	-19	-1,814
14,008	-18	-1,694
14,032	-16,5	-1,574
14,056	-15,5	-1,454
14,08	-14,5	-1,334
14,104	-13,5	-1,214
14,128	-11	-1,094
14,152	-10	-0,974
14,176	-9	-0,854
14,2	-7,5	-0,734
14,224	-7,5	-0,614
14,248	-4,5	-0,494
14,272	-3,5	-0,374
14,296	-2,5	-0,26
14,32	-1,5	-0,178
14,344	0	-0,122
14,368	0	-0,083
14,392	0,5	-0,058
14,417	1	-0,04
14,44	1,5	-0,028
14,464	1,5	-0,019
14,488	1,5	-0,013
14,512	2	-0,009
14,537	2	-0,006
14,56	2	-0,004
14,584	2	-0,003
14,608	2	-0,002
14,632	2	-0,002
14,656	2	-0,001
14,68	2	-0,001
14,704	2	0
14,728	1,5	-0,09
14,752	1,5	-0,22
14,776	1,5	-0,342
14,8	0,5	-0,463
14,824	-1,5	-0,583
14,848	-2,5	-0,703
14,872	-3,5	-0,823
14,896	-4,5	-0,943
14,921	-6	-1,063
14,944	-8	-1,183
14,968	-9	-1,303
14,992	-9,5	-1,423
15,016	-10,5	-1,543
15,04	-12	-1,663
15,064	-14	-1,783
15,088	-15	-1,903
15,112	-16	-2,023
15,136	-17	-2,144
15,16	-18	-2,263
15,185	-19,5	-2,383
15,208	-21	-2,503
15,232	-22,5	-2,623
15,256	-23,5	-2,748
15,28	-24	-2,859
15,304	-25,5	-2,984
15,328	-27,5	-3,104
15,352	-29	-3,222
15,376	-30	-3,31
15,4	-31,5	-3,369
15,424	-34	-3,41
15,448	-34,5	-3,438
15,472	-35	-3,457
15,496	-35,5	-3,47
15,52	-36	-3,48
15,544	-36	-3,486
15,568	-36	-3,49
15,592	-36,5	-3,493
15,616	-36,5	-3,495
15,64	-36	-3,496
15,667	-36	-3,498
15,688	-36,5	-3,498
15,712	-36,5	-3,499
15,736	-36,5	-3,5
15,76	-36,5	-3,485
15,784	-36	-3,353
15,808	-36	-3,226
15,832	-35	-3,104
15,856	-33,5	-2,989
15,88	-31,5	-2,863
15,904	-29	-2,743
15,928	-27,5	-2,623
15,952	-26	-2,503
15,976	-25	-2,384
16	-24	-2,263
16,024	-23	-2,143
16,048	-21	-2,023
16,072	-20	-1,903
16,096	-19	-1,783
16,12	-18	-1,663
16,144	-15,5	-1,543
16,169	-14,5	-1,423
16,192	-13,5	-1,304
16,217	-12,5	-1,183
16,242	-11	-1,063
16,264	-10	-0,943
16,288	-8	-0,823
16,312	-6,5	-0,703
16,336	-5,5	-0,578
16,36	-4,5	-0,463
16,385	-3	-0,343
16,408	-2	-0,236
16,432	-1	-0,162
16,456	0	-0,111
16,48	0	-0,077
16,504	0,5	-0,053
16,528	1,5	-0,036
16,552	1,5	-0,025
16,576	1,5	-0,017
16,6	1,5	-0,012
16,624	2	-0,008
16,648	2	-0,006
16,672	2	-0,004
16,696	2	-0,003
16,72	2	-0,002
16,744	1,5	-0,001
16,768	1,5	-0,001
16,792	2	0
16,816	2	-0,084
16,84	2	-0,218
16,865	1	-0,346
16,888	0	-0,462
16,912	-0,5	-0,582
16,936	-2	-0,697
16,96	-3	-0,822
16,984	-5,5	-0,942
17,008	-6,5	-1,062
17,032	-7,5	-1,182
17,056	-8,5	-1,302
17,08	-9,5	-1,422
17,104	-11	-1,542
17,128	-12,5	-1,662
17,153	-13,5	-1,782
17,176	-14,5	-1,902
17,2	-15	-2,022
17,224	-16,5	-2,142
17,248	-18,5	-2,262
17,272	-19,5	-2,382
17,296	-21	-2,502
17,32	-21,5	-2,622
17,344	-22,5	-2,742
17,369	-25	-2,862
17,392	-25,5	-2,982
17,416	-27	-3,102
17,44	-28	-3,22
17,464	-29,5	-3,309
17,488	-32	-3,368
17,512	-33	-3,409
17,536	-34,5	-3,438
17,56	-35	-3,457
17,584	-35,5	-3,47
17,608	-36	-3,48
17,632	-36	-3,486
17,656	-36	-3,49
17,68	-36	-3,492
17,704	-36	-3,495
17,728	-36	-3,496
17,752	-36	-3,498
17,776	-36	-3,498
17,8	-36	-3,499
17,824	-36	-3,499
17,848	-36	-3,497
17,872	-36	-3,381
17,896	-36	-3,253
17,92	-35,5	-3,131
17,944	-34,5	-3,015
17,968	-31,5	-2,89
17,992	-30	-2,77
18,016	-30	-2,65
18,04	-27	-2,53
18,064	-26	-2,41
18,088	-23,5	-2,29
18,112	-22,5	-2,17
18,137	-21,5	-2,05
18,16	-20,5	-1,92
18,184	-18,5	-1,81
18,208	-17,5	-1,69
18,232	-16	-1,57
18,257	-15	-1,45
18,28	-14	-1,325
18,305	-12	-1,21
18,328	-10,5	-1,09
18,352	-9,5	-0,97
18,376	-8,5	-0,85
18,4	-7,5	-0,73
18,424	-6	-0,61
18,448	-4,5	-0,49
18,472	-3,5	-0,37
18,496	-2,5	-0,256
18,52	-1,5	-0,176
18,544	-0,5	-0,121
18,569	0,5	-0,083
18,592	0,5	-0,056
18,616	1,5	-0,039
18,64	1,5	-0,028
18,664	1,5	-0,019
18,688	1,5	-0,013
18,712	1,5	-0,009
18,736	2	-0,006
18,76	2	-0,004
18,784	2	-0,003
18,808	2	-0,002
18,832	2	-0,002
18,856	2	-0,001
18,88	2	0
18,904	2	-0,023
18,928	2	-0,163
18,952	1,5	-0,29
18,976	1	-0,412
19	0	-0,532
19,024	-2	-0,652
19,048	-3	-0,772
19,072	-4,5	-0,892
19,096	-5,5	-1,012
19,12	-6,5	-1,132
19,144	-8,5	-1,252
19,168	-9,5	-1,373
19,192	-10,5	-1,492
19,216	-11,5	-1,608
19,241	-12,5	-1,733
19,264	-14,5	-1,853
19,288	-15,5	-1,973
19,312	-16,5	-2,093
19,339	-17,5	-2,213
19,36	-19	-2,333
19,384	-21	-2,452
19,408	-21,5	-2,572
19,432	-21,5	-2,687
19,456	-24	-2,812
19,48	-25	-2,932
19,504	-27	-3,052
19,528	-28	-3,172
19,552	-29,5	-3,276
19,576	-30,5	-3,346
19,6	-32	-3,394
19,624	-33	-3,427
19,648	-34,5	-3,45
19,672	-35	-3,465
19,696	-35,5	-3,476
19,72	-35,5	-3,484
19,744	-36	-3,489
19,768	-36	-3,492
19,792	-36	-3,494
19,816	-36	-3,496
19,84	-36	-3,497
19,864	-36	-3,498
19,888	-36	-3,499
19,912	-36	-3,499
19,936	-36	-3,5
19,96	-36	-3,47
19,984	-36	-3,322
20,008	-35,5	-3,208
20,032	-35,5	-3,087
20,056	-32,5	-2,966
20,08	-31	-2,846
20,104	-28,5	-2,726
20,128	-27	-2,606
20,152	-25,5	-2,486
20,176	-24,5	-2,366
20,2	-23,5	-2,246
20,224	-22,5	-2,126
20,248	-21,5	-2,006
20,272	-19,5	-1,886
20,296	-18,5	-1,766
20,32	-17,5	-1,646
20,344	-16	-1,531
20,368	-14,5	-1,406
20,392	-13	-1,286
20,416	-12	-1,166
20,44	-10,5	-1,047
20,464	-9,5	-0,926
20,488	-7,5	-0,806
20,512	-6	-0,686
20,536	-6	-0,567
20,56	-4,5	-0,447
20,584	-3,5	-0,327
20,608	-1,5	-0,223
20,632	-0,5	-0,154
20,656	0	-0,106
20,68	0,5	-0,073
20,704	1	-0,05
20,728	1,5	-0,034
20,752	1,5	-0,024
20,776	2	-0,016
20,8	2	-0,012
20,824	2	-0,008
20,848	2	-0,006
20,872	2	-0,004
20,896	2	-0,003
20,92	2	-0,002
20,944	2	-0,001
20,968	2	-0,001
20,992	2	0
21,016	2	-0,006
21,04	1,5	-0,132
21,064	2	-0,259
21,088	1	-0,381
21,112	0	-0,507
21,136	-1	-0,622
21,16	-2	-0,742
21,184	-4,5	-0,862
21,208	-5,5	-0,982
21,232	-6,5	-1,102
21,256	-7,5	-1,222
21,28	-8,5	-1,342
21,304	-10,5	-1,462
21,328	-11,5	-1,582
21,352	-12,5	-1,702
21,376	-13,5	-1,822
21,4	-14,5	-1,942
21,424	-16,5	-2,062
21,448	-18	-2,182
21,472	-19	-2,302
21,496	-19,5	-2,422
21,52	-21	-2,542
21,544	-22	-2,662
21,568	-24	-2,782
21,592	-24,5	-2,902
21,616	-25,5	-3,022
21,64	-27	-3,147
21,664	-28,5	-3,254
21,688	-30,5	-3,331
21,712	-32	-3,384
21,736	-33	-3,42
21,76	-34	-3,444
21,784	-35	-3,462
21,808	-35,5	-3,473
21,832	-35,5	-3,482
21,856	-35,5	-3,487
21,88	-35,5	-3,491
21,904	-35,5	-3,493
21,928	-36	-3,495
21,952	-36	-3,497
21,976	-36	-3,498
22	-36	-3,499
22,024	-36	-3,499
22,048	-36	-3,5
22,072	-36	-3,417
22,096	-36	-3,282
22,12	-35,5	-3,159
22,144	-34,5	-3,038
22,168	-31,5	-2,918
22,192	-30	-2,798
22,216	-28,5	-2,678
22,24	-27	-2,557
22,264	-25,5	-2,442
22,288	-23,5	-2,317
22,312	-22,5	-2,197
22,336	-21,5	-2,077
22,36	-21	-1,957
22,384	-18,5	-1,837
22,408	-17,5	-1,712
22,432	-16,5	-1,597
22,456	-15	-1,477
22,48	-14,5	-1,357
22,504	-14,5	-1,237
22,528	-10,5	-1,117
22,552	-9,5	-0,998
22,576	-8,5	-0,877
22,6	-7,5	-0,757
22,624	-6,5	-0,632
22,648	-4,5	-0,517
22,672	-3,5	-0,398
22,696	-2,5	-0,279
22,72	-1,5	-0,192
22,744	-0,5	-0,132
22,768	0	-0,091
22,792	1	-0,063
22,816	1,5	-0,043
22,84	1,5	-0,03
22,864	1,5	-0,02
22,888	2	-0,014
22,912	2	-0,01
22,936	2	-0,007
22,96	2	-0,005
22,984	2	-0,003
23,008	2	-0,002
23,032	2	-0,002
23,056	2	-0,001
23,08	2	-0,001
23,104	2	0
23,128	2	-0,001
23,152	2	-0,11
23,176	2	-0,24
23,2	1,5	-0,362
23,224	0,5	-0,483
23,248	-1	-0,608
23,272	-2,5	-0,723
23,296	-2,5	-0,843
23,32	-4,5	-0,963
23,344	-5,5	-1,083
23,368	-7	-1,203
23,392	-9	-1,323
23,416	-9,5	-1,443
23,44	-10,5	-1,563
23,464	-12,5	-1,684
23,488	-13,5	-1,804
23,512	-14,5	-1,923
23,536	-15,5	-2,043
23,56	-16,5	-2,163
23,584	-18	-2,284
23,608	-20	-2,403
23,632	-21	-2,523
23,656	-22	-2,644
23,68	-23	-2,763
23,704	-24	-2,883
23,728	-26	-3,003
23,752	-27	-3,124
23,776	-28,5	-3,239
23,8	-29,5	-3,321
23,824	-32	-3,376
23,848	-32	-3,414
23,872	-34	-3,442
23,896	-35	-3,46
23,92	-35	-3,472
23,944	-35,5	-3,481
23,968	-35,5	-3,487
23,992	-35,5	-3,491
24,016	-35,5	-3,493
24,04	-35,5	-3,495
24,064	-36	-3,497
24,088	-36	-3,498
24,112	-36	-3,498
24,136	-36	-3,499
24,16	-36	-3,5
24,184	-36	-3,478
24,208	-35,5	-3,343
24,232	-35,5	-3,217
24,256	-34,5	-3,095
24,28	-33	-2,975
24,304	-30	-2,854
24,328	-28,5	-2,735
24,352	-27	-2,614
24,376	-26	-2,49
24,4	-25	-2,38
24,424	-22,5	-2,254
24,448	-21,5	-2,134
24,472	-20,5	-2,015
24,496	-19,5	-1,89
24,52	-18,5	-1,774
24,544	-16,5	-1,654
24,568	-16,5	-1,534
24,592	-14,5	-1,414
24,616	-13	-1,294
24,64	-12	-1,174
24,664	-10,5	-1,054
24,688	-8,5	-0,934
24,712	-7,5	-0,814
24,736	-6,5	-0,694
24,76	-5,5	-0,574
24,784	-4,5	-0,454
24,808	-2,5	-0,304
24,838	-1,5	-0,208
24,862	-0,5	-0,143
24,886	0	-0,098
24,91	0,5	-0,068
24,934	1	-0,047
24,958	1,5	-0,032
24,982	1,5	-0,022
25,006	2	-0,015
25,03	2	-0,011
25,054	2	-0,008
25,078	2	-0,005
25,102	2	-0,004
25,126	2	-0,002
25,15	2	-0,002
25,174	2	-0,001
25,198	2	-0,001
25,222	2	0
25,246	2	0
25,27	2	-0,104
25,294	2	-0,234
25,318	1,5	-0,356
25,342	0,5	-0,477
25,366	-1	-0,597
25,39	-2	-0,717
25,414	-3,5	-0,837
25,438	-4,5	-0,957
25,462	-4,5	-1,082
25,486	-7,5	-1,197
25,51	-8,5	-1,317
25,533	-9,5	-1,437
25,557	-10,5	-1,557
25,582	-11,5	-1,677
25,606	-13,5	-1,797
25,63	-14,5	-1,918
25,654	-15	-2,037
25,678	-16,5	-2,158
25,702	-18	-2,277
25,726	-19,5	-2,397
25,75	-21	-2,517
25,774	-21,5	-2,638
25,798	-22,5	-2,758
25,822	-24	-2,878
25,846	-26	-2,998
25,87	-27	-3,118
25,893	-28,5	-3,234
25,918	-29,5	-3,318
25,942	-31	-3,374
25,966	-33	-3,413
25,99	-34	-3,44
26,013	-34,5	-3,459
26,038	-35	-3,471
26,062	-35	-3,48
26,086	-35,5	-3,486
26,11	-35,5	-3,49
26,134	-35,5	-3,493
26,158	-35,5	-3,495
26,181	-35,5	-3,497
26,206	-36	-3,498
26,23	-35,5	-3,498
26,254	-35,5	-3,499
26,278	-35,5	-3,5
26,302	-35,5	-3,482
26,326	-35,5	-3,348
26,35	-35,5	-3,222
