Time (s)	Load (N)	Displacement (mm)
2,892	-37	-3,471
2,916	-37,5	-3,48
2,94	-37,5	-3,486
2,964	-37,5	-3,49
2,988	-37,5	-3,493
3,012	-37,5	-3,496
3,036	-37,5	-3,496
3,06	-37,5	-3,498
3,084	-37,5	-3,498
3,108	-37,5	-3,499
3,132	-37,5	-3,499
3,156	-37,5	-3,499
3,18	-37,5	-3,396
3,204	-37,5	-3,267
3,228	-37	-3,145
3,252	-35,5	-3,024
3,276	-34	-2,904
3,3	-32,5	-2,784
3,324	-29,5	-2,663
3,348	-28	-2,548
3,372	-27	-2,423
3,396	-25,5	-2,303
3,42	-24,5	-2,183
3,444	-22,5	-2,063
3,468	-21	-1,943
3,492	-20,5	-1,824
3,516	-19,5	-1,703
3,54	-18,5	-1,583
3,564	-16,5	-1,463
3,588	-15	-1,344
3,612	-14,5	-1,223
3,636	-13	-1,104
3,66	-12	-0,983
3,684	-9,5	-0,863
3,708	-8,5	-0,743
3,732	-7,5	-0,623
3,756	-6,5	-0,503
3,78	-5	-0,383
3,804	-3,5	-0,267
3,828	-2,5	-0,183
3,852	-1,5	-0,126
3,876	-0,5	-0,087
3,9	0	-0,06
3,924	0,5	-0,041
3,948	0,5	-0,029
3,972	1	-0,02
3,996	1	-0,014
4,02	1	-0,01
4,044	1	-0,006
4,068	1	-0,004
4,092	1	-0,003
4,116	1	-0,002
4,14	1	-0,002
4,164	1	-0,001
4,188	1	-0,001
4,212	1	0
4,235	1	-0,06
4,26	1	-0,197
4,284	0,5	-0,321
4,308	0	-0,442
4,332	0	-0,562
4,356	-2,5	-0,682
4,38	-3,5	-0,802
4,404	-5,5	-0,952
4,434	-6,5	-1,072
4,458	-8	-1,193
4,482	-10	-1,312
4,506	-11	-1,432
4,53	-12	-1,553
4,554	-13	-1,672
4,578	-14	-1,792
4,602	-16	-1,913
4,626	-17,5	-2,033
4,65	-18,5	-2,148
4,674	-19,5	-2,272
4,698	-21	-2,392
4,722	-22,5	-2,513
4,746	-23	-2,632
4,77	-24	-2,753
4,794	-25,5	-2,873
4,817	-26,5	-2,992
4,842	-28,5	-3,112
4,866	-30	-3,23
4,89	-31,5	-3,315
4,914	-32,5	-3,373
4,938	-34	-3,412
4,961	-35,5	-3,44
4,986	-36	-3,458
5,009	-36,5	-3,471
5,034	-36,5	-3,481
5,058	-37	-3,486
5,082	-37	-3,49
5,106	-37	-3,493
5,13	-37	-3,495
5,154	-37	-3,497
5,178	-37	-3,498
5,202	-37	-3,498
5,226	-37,5	-3,499
5,25	-37,5	-3,499
5,274	-37	-3,499
5,298	-37	-3,5
5,322	-37	-3,444
5,346	-37	-3,302
5,37	-36,5	-3,177
5,393	-36	-3,055
5,418	-34	-2,935
5,442	-31	-2,815
5,466	-29,5	-2,694
5,49	-28	-2,574
5,514	-27	-2,454
5,538	-25,5	-2,334
5,562	-23,5	-2,214
5,586	-22,5	-2,094
5,61	-21	-1,974
5,634	-20,5	-1,854
5,658	-19,5	-1,734
5,682	-17,5	-1,614
5,706	-16,5	-1,494
5,73	-15	-1,374
5,754	-14	-1,254
5,777	-13	-1,134
5,802	-10,5	-1,014
5,826	-9,5	-0,894
5,85	-9	-0,774
5,874	-7,5	-0,654
5,897	-6,5	-0,534
5,922	-4,5	-0,414
5,945	-3,5	-0,294
5,97	-2,5	-0,202
5,994	-1,5	-0,138
6,018	-0,5	-0,095
6,041	0	-0,065
6,066	0,5	-0,045
6,089	1	-0,031
6,114	1	-0,022
6,138	1,5	-0,015
6,161	1	-0,01
6,186	1,5	-0,007
6,21	1,5	-0,005
6,234	1,5	-0,004
6,258	1	-0,002
6,282	1,5	-0,002
6,306	1,5	-0,001
6,33	1,5	-0,001
6,354	1,5	0
6,377	1	-0,054
6,402	1	-0,194
6,425	0,5	-0,318
6,45	0	-0,439
6,473	-0,5	-0,559
6,497	-2	-0,68
6,522	-4,5	-0,799
6,545	-5,5	-0,92
6,57	-6,5	-1,04
6,594	-7,5	-1,16
6,618	-9	-1,28
6,641	-10,5	-1,4
6,665	-11,5	-1,52
6,69	-12,5	-1,64
6,714	-13,5	-1,76
6,737	-15	-1,88
6,761	-17	-2
6,785	-18	-2,119
6,809	-19	-2,24
6,834	-20	-2,359
6,857	-21	-2,479
6,881	-23	-2,6
6,905	-23,5	-2,72
6,929	-25	-2,839
6,953	-26	-2,959
6,977	-27	-3,074
7,001	-29,5	-3,199
7,025	-30,5	-3,295
7,049	-32	-3,359
7,073	-33	-3,403
7,097	-33	-3,433
7,121	-36	-3,454
7,145	-36	-3,468
7,169	-36,5	-3,478
7,193	-36,5	-3,485
7,217	-37	-3,489
7,241	-36,5	-3,492
7,265	-37	-3,495
7,289	-37	-3,496
7,313	-37	-3,498
7,337	-37	-3,498
7,361	-37	-3,499
7,385	-36,5	-3,499
7,409	-37	-3,5
7,433	-37	-3,457
7,457	-37	-3,317
7,481	-36	-3,192
7,505	-35	-3,071
7,529	-33	-2,95
7,553	-31,5	-2,83
7,577	-30	-2,71
7,601	-27,5	-2,59
7,625	-26	-2,47
7,649	-25	-2,35
7,673	-24	-2,23
7,697	-23	-2,11
7,721	-21	-1,99
7,745	-21	-1,87
7,769	-19,5	-1,75
7,793	-18	-1,63
7,817	-18	-1,51
7,841	-15	-1,39
7,865	-13,5	-1,27
7,889	-12,5	-1,15
7,913	-11,5	-1,03
7,937	-10	-0,91
7,961	-8	-0,79
7,985	-7	-0,67
8,009	-6	-0,55
8,033	-5	-0,43
8,057	-4	-0,31
8,081	-2	-0,212
8,105	-1	-0,146
8,13	-0,5	-0,1
8,153	0	-0,069
8,177	0	-0,048
8,201	1	-0,033
8,225	1	-0,023
8,249	1	-0,015
8,273	1	-0,011
8,297	1,5	-0,008
8,321	1,5	-0,005
8,345	1,5	-0,004
8,369	1,5	-0,003
8,393	1,5	-0,002
8,417	1,5	-0,001
8,441	1,5	-0,001
8,465	1,5	0
8,489	1,5	0
8,513	1,5	-0,054
8,537	1,5	-0,19
8,561	1	-0,313
8,585	0	-0,434
8,609	-1	-0,554
8,634	-2	-0,675
8,657	-3	-0,795
8,681	-5,5	-0,915
8,705	-6,5	-1,035
8,729	-7,5	-1,155
8,753	-9	-1,275
8,777	-10	-1,394
8,801	-11,5	-1,515
8,825	-12,5	-1,635
8,849	-13,5	-1,755
8,873	-14,5	-1,875
8,897	-15,5	-1,995
8,921	-18	-2,114
8,945	-19	-2,235
8,969	-20	-2,355
8,993	-21	-2,474
9,017	-22	-2,595
9,041	-23,5	-2,714
9,065	-24,5	-2,834
9,089	-25,5	-2,954
9,113	-27	-3,074
9,137	-28	-3,194
9,161	-30,5	-3,291
9,185	-32	-3,356
9,209	-33	-3,401
9,233	-34,5	-3,432
9,257	-35	-3,453
9,281	-36	-3,468
9,305	-36	-3,478
9,329	-36,5	-3,485
9,353	-36,5	-3,489
9,377	-36,5	-3,492
9,401	-36,5	-3,495
9,425	-36,5	-3,496
9,449	-36,5	-3,497
9,473	-36,5	-3,498
9,497	-36,5	-3,499
9,521	-36,5	-3,499
9,545	-36,5	-3,5
9,569	-36,5	-3,412
9,593	-36,5	-3,278
9,617	-36	-3,155
9,641	-34	-3,034
9,665	-32	-2,914
9,689	-30,5	-2,794
9,713	-29	-2,674
9,737	-28	-2,554
9,761	-25,5	-2,434
9,785	-24	-2,314
9,809	-23	-2,194
9,833	-22,5	-2,074
9,857	-21,5	-1,954
9,881	-19,5	-1,834
9,905	-18,5	-1,714
9,929	-17,5	-1,594
9,953	-16,5	-1,474
9,977	-15	-1,354
10,001	-13	-1,234
10,025	-12	-1,114
10,049	-10,5	-0,994
10,073	-9,5	-0,874
10,097	-8,5	-0,754
10,121	-6,5	-0,634
10,145	-5	-0,514
10,169	-5	-0,394
10,193	-3,5	-0,276
10,217	-2,5	-0,189
10,241	-0,5	-0,13
10,268	0	-0,09
10,289	0	-0,062
10,313	0,5	-0,042
10,337	1	-0,03
10,361	1,5	-0,02
10,385	1,5	-0,014
10,409	1,5	-0,01
10,433	1,5	-0,007
10,457	1,5	-0,004
10,481	1,5	-0,003
10,505	1,5	-0,002
10,529	1,5	-0,002
10,553	1,5	-0,001
10,577	1,5	-0,001
10,601	1,5	0
10,625	1,5	0
10,649	1,5	-0,032
10,673	1,5	-0,17
10,697	1,5	-0,295
10,721	0	-0,416
10,745	-0,5	-0,536
10,769	-2	-0,657
10,793	-2	-0,776
10,817	-4,5	-0,897
10,841	-6,5	-1,017
10,865	-7,5	-1,137
10,889	-8,5	-1,257
10,913	-9,5	-1,377
10,937	-10,5	-1,497
10,961	-12,5	-1,617
10,985	-13,5	-1,737
11,009	-14,5	-1,857
11,033	-15	-1,976
11,057	-16,5	-2,096
11,081	-19	-2,216
11,105	-20	-2,336
11,129	-21	-2,462
11,153	-22	-2,577
11,177	-23	-2,696
11,201	-24,5	-2,816
11,225	-25,5	-2,936
11,249	-27	-3,056
11,273	-28	-3,177
11,297	-29	-3,279
11,321	-31,5	-3,348
11,345	-33	-3,395
11,369	-34,5	-3,428
11,393	-35	-3,45
11,417	-35,5	-3,466
11,441	-36	-3,476
11,465	-36	-3,484
11,489	-36	-3,489
11,513	-36	-3,492
11,537	-36,5	-3,494
11,561	-36,5	-3,496
11,585	-36,5	-3,497
11,609	-36,5	-3,498
11,633	-36,5	-3,498
11,657	-36,5	-3,499
11,681	-36,5	-3,499
11,705	-36,5	-3,489
11,729	-36,5	-3,36
11,753	-36,5	-3,232
11,777	-35,5	-3,11
11,801	-33	-2,989
11,825	-31	-2,869
11,849	-30	-2,748
11,873	-28,5	-2,628
11,897	-28,5	-2,509
11,921	-24,5	-2,389
11,945	-23,5	-2,269
11,969	-22,5	-2,149
11,993	-22	-2,029
12,018	-21	-1,909
12,041	-19	-1,789
12,065	-18	-1,669
12,089	-16,5	-1,549
12,113	-15,5	-1,429
12,137	-14,5	-1,314
12,161	-12	-1,189
12,185	-11	-1,069
12,209	-10	-0,949
12,233	-9	-0,829
12,257	-8	-0,709
12,281	-5,5	-0,589
12,305	-4,5	-0,469
12,329	-4	-0,349
12,353	-3	-0,239
12,377	-2	-0,164
12,401	0	-0,113
12,425	0	-0,078
12,449	0,5	-0,054
12,473	0,5	-0,038
12,497	1	-0,026
12,521	1,5	-0,017
12,545	1,5	-0,012
12,569	1,5	-0,009
12,593	1,5	-0,006
12,617	1,5	-0,004
12,641	1,5	-0,003
12,665	1,5	-0,002
12,689	1,5	-0,001
12,713	1,5	-0,001
12,737	1,5	0
12,761	1,5	-0,054
12,785	1,5	-0,19
12,809	1,5	-0,313
12,833	0,5	-0,444
12,857	0	-0,554
12,881	-2,5	-0,674
12,905	-3,5	-0,794
12,929	-5	-0,914
12,953	-6	-1,034
12,977	-7	-1,154
13,001	-9,5	-1,274
13,025	-10	-1,394
13,049	-11	-1,514
13,073	-12	-1,634
13,097	-13	-1,754
13,121	-15	-1,874
13,145	-16	-1,994
13,169	-17	-2,114
13,193	-18,5	-2,234
13,217	-19,5	-2,355
13,241	-21,5	-2,474
13,265	-22	-2,594
13,289	-23	-2,714
13,313	-24	-2,834
13,337	-25	-2,954
13,361	-27	-3,074
13,385	-28,5	-3,194
13,409	-30	-3,292
13,433	-31	-3,357
13,457	-32	-3,401
13,481	-34,5	-3,432
13,505	-35	-3,453
13,529	-35,5	-3,467
13,553	-35,5	-3,478
13,577	-36	-3,485
13,601	-36	-3,489
13,625	-36	-3,492
13,649	-36	-3,495
13,673	-36	-3,496
13,697	-36	-3,498
13,721	-36	-3,498
13,745	-36	-3,499
13,769	-36	-3,5
13,793	-36	-3,496
13,817	-36,5	-3,376
13,841	-36	-3,249
13,865	-35	-3,127
13,889	-33,5	-3,006
13,913	-31,5	-2,886
13,937	-30,5	-2,766
13,961	-29	-2,645
13,985	-26,5	-2,525
14,009	-25	-2,406
14,033	-24	-2,286
14,057	-23	-2,165
14,081	-21	-2,045
14,105	-20	-1,925
14,129	-19,5	-1,805
14,153	-18	-1,685
14,177	-17	-1,566
14,201	-15	-1,445
14,225	-13,5	-1,325
14,249	-12,5	-1,206
14,273	-11,5	-1,086
14,297	-10,5	-0,966
14,321	-8	-0,846
14,345	-7	-0,726
14,369	-6	-0,606
14,393	-5	-0,486
14,417	-4	-0,366
14,441	-2,5	-0,252
14,465	-1,5	-0,17
14,489	-0,5	-0,119
14,513	0	-0,082
14,537	0,5	-0,057
14,561	1	-0,039
14,585	1	-0,027
14,609	1,5	-0,018
14,633	1,5	-0,013
14,657	1,5	-0,009
14,681	1,5	-0,006
14,705	1,5	-0,004
14,729	1,5	-0,003
14,753	1,5	-0,002
14,777	1,5	-0,001
14,801	1,5	-0,001
14,825	1,5	0
14,849	1,5	0
14,873	1,5	-0,012
14,897	1,5	-0,14
14,921	1,5	-0,266
14,945	0,5	-0,387
14,969	0	-0,508
14,993	-1,5	-0,628
15,017	-2,5	-0,748
15,041	-5	-0,868
15,065	-6	-0,988
15,089	-7	-1,108
15,113	-8	-1,228
15,137	-9	-1,348
15,161	-10,5	-1,468
15,185	-11,5	-1,588
15,209	-13	-1,708
15,233	-14	-1,828
15,257	-14	-1,948
15,281	-17	-2,068
15,305	-18	-2,188
15,329	-19	-2,308
15,353	-20	-2,428
15,377	-21	-2,548
15,401	-23	-2,668
15,425	-23,5	-2,788
15,449	-24,5	-2,908
15,473	-25,5	-3,028
15,497	-27	-3,148
15,521	-29,5	-3,258
15,545	-30,5	-3,334
15,569	-32	-3,386
15,593	-33	-3,421
15,617	-34	-3,445
15,641	-35	-3,462
15,665	-35,5	-3,474
15,689	-36	-3,482
15,713	-36	-3,488
15,737	-36	-3,491
15,761	-36	-3,494
15,785	-36	-3,496
15,809	-36	-3,497
15,833	-36	-3,498
15,857	-36	-3,499
15,881	-36	-3,499
15,905	-36	-3,5
15,929	-36	-3,482
15,953	-36	-3,345
15,977	-36	-3,217
16,001	-34	-3,095
16,025	-32,5	-2,974
16,049	-31	-2,854
16,073	-29,5	-2,734
16,097	-28	-2,614
16,121	-25,5	-2,494
16,145	-24,5	-2,374
16,169	-23,5	-2,254
16,193	-22,5	-2,134
16,217	-21,5	-2,014
16,241	-20,5	-1,894
16,265	-18,5	-1,774
16,289	-17,5	-1,654
16,313	-16	-1,534
16,337	-15	-1,414
16,361	-13	-1,294
16,385	-12	-1,174
16,409	-10,5	-1,054
16,433	-9,5	-0,934
16,457	-8,5	-0,814
16,481	-6,5	-0,694
16,505	-5,5	-0,574
16,529	-4,5	-0,454
16,553	-3,5	-0,334
16,577	-2,5	-0,228
16,601	-1	-0,157
16,625	0	-0,108
16,649	0	-0,074
16,673	0,5	-0,052
16,697	1	-0,036
16,721	1	-0,025
16,745	1,5	-0,016
16,769	1,5	-0,012
16,793	1,5	-0,008
16,817	1,5	-0,005
16,841	1,5	-0,004
16,865	1,5	-0,003
16,889	1,5	-0,002
16,913	1,5	-0,001
16,937	1,5	-0,001
16,961	1,5	0
16,985	1,5	0
17,009	1,5	-0,042
17,033	1,5	-0,183
17,057	1,5	-0,308
17,081	0	-0,429
17,105	-0,5	-0,55
17,129	-2	-0,67
17,157	-3	-0,79
17,177	-4,5	-0,91
17,201	-6,5	-1,03
17,225	-7,5	-1,15
17,249	-8,5	-1,27
17,273	-9,5	-1,39
17,297	-10	-1,51
17,321	-12,5	-1,63
17,345	-13,5	-1,75
17,369	-13,5	-1,87
17,393	-15	-1,99
17,417	-16,5	-2,11
17,441	-18,5	-2,23
17,465	-19,5	-2,35
17,489	-21	-2,47
17,513	-21,5	-2,59
17,537	-22,5	-2,71
17,561	-24,5	-2,83
17,585	-25,5	-2,95
17,609	-26,5	-3,07
17,633	-27,5	-3,19
17,657	-27,5	-3,288
17,681	-31,5	-3,355
17,705	-32,5	-3,4
17,729	-33,5	-3,431
17,753	-34,5	-3,452
17,777	-34,5	-3,467
17,801	-35,5	-3,478
17,825	-35,5	-3,484
17,849	-35,5	-3,489
17,873	-36	-3,492
17,897	-36	-3,495
17,921	-36	-3,496
17,945	-35,5	-3,498
17,969	-36	-3,498
17,993	-36	-3,499
18,017	-36	-3,5
18,041	-36	-3,494
18,065	-36	-3,37
18,089	-36	-3,243
18,113	-35	-3,121
18,137	-33,5	-3
18,161	-30,5	-2,88
18,185	-29	-2,76
18,209	-28	-2,64
18,233	-26,5	-2,52
18,257	-25,5	-2,4
18,281	-23	-2,28
18,305	-22	-2,16
18,329	-21	-2,04
18,353	-20	-1,92
18,377	-19,5	-1,8
18,401	-17	-1,68
18,425	-15,5	-1,56
18,449	-15	-1,44
18,473	-14	-1,32
18,497	-12,5	-1,2
18,521	-11,5	-1,08
18,545	-9,5	-0,96
18,569	-8,5	-0,84
18,593	-7,5	-0,72
18,617	-6	-0,6
18,641	-4,5	-0,48
18,665	-3	-0,36
18,689	-2,5	-0,248
18,713	-1,5	-0,173
18,737	-0,5	-0,117
18,761	0	-0,081
18,785	0,5	-0,056
18,809	1	-0,039
18,833	1,5	-0,027
18,857	1,5	-0,018
18,881	1,5	-0,012
18,905	1,5	-0,009
18,929	1,5	-0,006
18,953	1,5	-0,004
18,977	1,5	-0,003
19,001	1,5	-0,002
19,025	1,5	-0,001
19,049	1,5	-0,001
19,073	1,5	0
19,097	1,5	0
19,121	1,5	-0,023
19,145	1,5	-0,158
19,169	1,5	-0,283
19,193	1	-0,404
19,217	0	-0,525
19,241	-2	-0,645
19,265	-3	-0,765
19,289	-4,5	-0,885
19,313	-5,5	-1,005
19,337	-6,5	-1,125
19,361	-8,5	-1,245
19,385	-9,5	-1,366
19,409	-10,5	-1,485
19,433	-11	-1,606
19,457	-12	-1,726
19,481	-14,5	-1,846
19,505	-15	-1,966
19,529	-16,5	-2,086
19,553	-17,5	-2,206
19,577	-18,5	-2,326
19,601	-21	-2,446
19,625	-21,5	-2,566
19,649	-22,5	-2,716
19,679	-23,5	-2,836
19,703	-25,5	-2,956
19,727	-26,5	-3,076
19,751	-27,5	-3,196
19,775	-29	-3,292
19,799	-30	-3,357
19,823	-32,5	-3,41
19,853	-33,5	-3,438
19,877	-34	-3,458
19,901	-34,5	-3,47
19,925	-35,5	-3,48
19,949	-35,5	-3,486
19,973	-35,5	-3,49
19,997	-35,5	-3,493
20,021	-35,5	-3,495
20,045	-36	-3,497
20,069	-36	-3,498
20,093	-36	-3,498
20,117	-36	-3,499
20,141	-36	-3,499
20,165	-36	-3,5
20,189	-36	-3,405
20,213	-35,5	-3,274
20,237	-35,5	-3,15
20,261	-33	-3,03
20,285	-31	-2,909
20,309	-29,5	-2,789
20,333	-28,5	-2,669
20,357	-27	-2,549
20,381	-24,5	-2,429
20,405	-23,5	-2,309
20,429	-22,5	-2,189
20,453	-21,5	-2,069
20,477	-20,5	-1,949
20,501	-18,5	-1,829
20,525	-17,5	-1,709
20,549	-16,5	-1,589
20,573	-15	-1,469
20,597	-14,5	-1,349
20,621	-12	-1,229
20,645	-11	-1,109
20,669	-10	-0,989
20,693	-9	-0,869
20,717	-7,5	-0,749
20,741	-5,5	-0,629
20,765	-4,5	-0,509
20,789	-3,5	-0,389
20,813	-3	-0,272
20,837	-2	-0,186
20,861	0	-0,128
20,885	0	-0,088
20,909	0,5	-0,06
20,933	1	-0,042
20,957	1	-0,029
20,981	1,5	-0,02
21,005	1,5	-0,013
21,029	1,5	-0,01
21,053	1,5	-0,006
21,077	1,5	-0,004
21,101	1,5	-0,004
21,125	1,5	-0,002
21,149	1,5	-0,002
21,173	1,5	-0,001
21,197	1,5	0
21,221	1,5	-0,001
21,245	1,5	-0,109
21,269	1,5	-0,235
21,293	1	-0,356
21,317	0,5	-0,477
21,341	-1,5	-0,597
21,365	-2,5	-0,717
21,389	-4	-0,832
21,413	-5	-0,957
21,437	-6	-1,077
21,461	-8	-1,197
21,485	-9	-1,317
21,509	-9,5	-1,437
21,533	-10,5	-1,557
21,557	-11,5	-1,677
21,581	-13,5	-1,797
21,605	-15	-1,917
21,629	-15,5	-2,037
21,653	-17	-2,157
21,677	-18	-2,272
21,701	-20	-2,397
21,725	-21	-2,517
21,749	-22	-2,637
21,773	-23	-2,757
21,797	-23,5	-2,877
21,821	-26	-2,992
21,845	-27	-3,117
21,869	-28	-3,234
21,893	-29,5	-3,318
21,917	-31	-3,375
21,941	-33	-3,414
21,965	-34	-3,44
21,988	-34,5	-3,458
22,013	-35	-3,471
22,037	-35	-3,481
22,061	-35,5	-3,487
22,085	-35,5	-3,49
22,109	-35,5	-3,493
22,133	-35,5	-3,496
22,157	-35,5	-3,497
22,181	-35,5	-3,498
22,205	-35,5	-3,499
22,229	-35,5	-3,499
22,253	-35,5	-3,5
22,277	-35,5	-3,482
22,301	-35,5	-3,348
22,325	-35,5	-3,222
22,349	-34,5	-3,1
22,373	-33	-2,979
22,397	-31	-2,859
22,421	-28,5	-2,739
22,445	-27	-2,619
22,469	-25,5	-2,499
22,493	-24,5	-2,379
22,517	-23,5	-2,259
22,541	-21,5	-2,139
22,565	-20,5	-2,019
22,589	-19,5	-1,899
22,613	-18,5	-1,779
22,637	-17,5	-1,659
22,661	-15	-1,539
22,685	-15	-1,419
22,709	-13	-1,299
22,733	-12	-1,18
22,756	-11	-1,059
22,781	-8,5	-0,939
22,804	-7,5	-0,82
22,829	-6,5	-0,699
22,853	-5,5	-0,58
22,877	-4,5	-0,46
22,901	-3	-0,34
22,925	-2	-0,232
22,949	-1	-0,16
22,972	0	-0,11
22,997	0	-0,076
23,021	1	-0,052
23,045	1,5	-0,036
23,068	1,5	-0,025
23,092	1,5	-0,017
23,117	1,5	-0,012
23,141	1,5	-0,008
23,165	1,5	-0,006
23,189	2	-0,004
23,213	2	-0,003
23,237	1,5	-0,002
23,26	2	-0,001
23,285	2	-0,001
23,309	1,5	0
23,333	1,5	0
23,357	2	-0,037
23,381	2	-0,174
23,405	2	-0,299
23,429	0,5	-0,42
23,453	0	-0,54
23,476	-1,5	-0,656
23,501	-3,5	-0,78
23,524	-3,5	-0,9
23,549	-6	-1,02
23,573	-7	-1,14
23,597	-8	-1,26
23,62	-9,5	-1,38
23,645	-10,5	-1,5
23,669	-11,5	-1,62
23,693	-12,5	-1,741
23,717	-13,5	-1,86
23,74	-15	-1,98
23,765	-16,5	-2,1
23,789	-17,5	-2,221
23,813	-18,5	-2,37
23,843	-21	-2,49
23,867	-21,5	-2,61
23,89	-22,5	-2,731
23,915	-23,5	-2,85
23,939	-24,5	-2,971
23,962	-26,5	-3,09
23,987	-28	-3,21
24,011	-29	-3,302
24,035	-30	-3,364
24,059	-31,5	-3,406
24,083	-33,5	-3,435
24,107	-34	-3,455
24,13	-34,5	-3,469
24,154	-35	-3,479
24,178	-35	-3,485
24,203	-35,5	-3,49
24,227	-35,5	-3,493
24,25	-35,5	-3,495
24,274	-35,5	-3,496
24,298	-35,5	-3,498
24,322	-35,5	-3,499
24,346	-35,5	-3,499
24,37	-35,5	-3,5
24,394	-35,5	-3,482
24,418	-35,5	-3,348
24,442	-35	-3,222
24,466	-34	-3,1
24,49	-32,5	-2,98
24,514	-30,5	-2,86
24,538	-29,5	-2,74
24,562	-27	-2,62
24,586	-25,5	-2,5
24,61	-24,5	-2,38
24,634	-23,5	-2,26
24,658	-22,5	-2,14
24,682	-21,5	-2,019
24,706	-19,5	-1,9
24,73	-18,5	-1,78
24,754	-17,5	-1,66
24,778	-16	-1,54
24,802	-14	-1,42
24,826	-13	-1,3
24,85	-11,5	-1,18
24,874	-10,5	-1,06
24,898	-9,5	-0,94
24,922	-7,5	-0,82
24,946	-6	-0,7
24,97	-5,5	-0,58
24,994	-5,5	-0,46
25,018	-3,5	-0,34
25,042	-1,5	-0,232
25,066	-0,5	-0,16
25,09	0	-0,11
25,114	0	-0,076
25,138	1	-0,052
25,162	1,5	-0,036
25,186	1,5	-0,025
25,21	1,5	-0,017
25,234	1,5	-0,012
25,258	1,5	-0,008
25,282	1,5	-0,006
25,306	1,5	-0,004
25,33	2	-0,003
25,354	2	-0,002
25,378	2	-0,001
25,402	2	-0,001
25,426	1,5	0
25,45	2	0
25,474	2	-0,085
25,498	1,5	-0,218
25,522	1	-0,341
25,546	0,5	-0,461
25,57	-0,5	-0,582
25,594	-1,5	-0,702
25,618	-3	-0,822
25,642	-5	-0,942
25,666	-6	-1,097
25,696	-7,5	-1,212
25,72	-9	-1,332
25,744	-10	-1,452
25,768	-10,5	-1,572
25,792	-11,5	-1,692
25,816	-13	-1,812
25,84	-15	-1,932
25,864	-16	-2,052
25,888	-17	-2,172
25,912	-18	-2,292
25,936	-19	-2,412
25,96	-21	-2,527
25,984	-22	-2,652
26,008	-23	-2,772
26,032	-24	-2,892
26,056	-25	-3,012
26,08	-27	-3,132
26,104	-28,5	-3,246
26,128	-29,5	-3,326
26,152	-31	-3,38
26,176	-32	-3,417
26,2	-33,5	-3,443
