Time (s)	Load (N)	Displacement (mm)
0	0	-0,041
0,025	0	-0,185
0,049	-0,5	-0,405
0,091	-1,5	-0,515
0,115	-3	-0,646
0,139	-4	-0,756
0,163	-5	-0,876
0,187	-7	-1,001
0,211	-8,5	-1,121
0,235	-9,5	-1,241
0,259	-10,5	-1,361
0,283	-11,5	-1,481
0,307	-13,5	-1,601
0,331	-14,5	-1,721
0,355	-15,5	-1,836
0,379	-16,5	-1,961
0,403	-18	-2,081
0,427	-19	-2,196
0,451	-21	-2,321
0,475	-22	-2,436
0,499	-22	-2,561
0,523	-24	-2,676
0,547	-26	-2,801
0,571	-27	-2,916
0,595	-28	-3,041
0,652	-31,5	-3,286
0,673	-32,5	-3,368
0,703	-33,5	-3,408
0,727	-35	-3,437
0,751	-35	-3,456
0,775	-35	-3,47
0,799	-35	-3,48
0,823	-35	-3,486
0,861	-35	-3,492
0,883	-35	-3,494
0,907	-35	-3,497
0,943	-35	-3,498
0,967	-34,5	-3,499
1,033	-34,5	-3,5
1,057	-34,5	-3,489
1,081	-34,5	-3,366
1,105	-33,5	-3,238
1,129	-32,5	-3,106
1,153	-31	-2,986
1,177	-29,5	-2,87
1,201	-28	-2,66
1,243	-24,5	-2,54
1,267	-23,5	-2,39
1,297	-22,5	-2,27
1,321	-21,5	-2,15
1,345	-19,5	-2,03
1,369	-18,5	-1,905
1,393	-17	-1,795
1,43	-15	-1,61
1,453	-14,5	-1,49
1,477	-13	-1,34
1,522	-10	-1,136
1,549	-9	-1,01
1,573	-8	-0,896
1,597	-7	-0,77
1,621	-6	-0,645
1,645	-4,5	-0,536
1,685	-2,5	-0,316
1,711	-2	-0,176
1,747	0	-0,114
1,777	0	-0,08
1,801	0,5	-0,055
1,825	1	-0,037
1,849	1,5	-0,023
1,879	1,5	-0,016
1,903	1,5	-0,011
1,927	1,5	-0,006
1,963	1,5	-0,004
1,993	1,5	-0,003
2,017	1,5	-0,002
2,059	1,5	-0,001
2,083	1,5	0
2,107	1,5	-0,002
2,131	1,5	-0,108
2,155	1,5	-0,242
2,179	1	-0,465
2,221	-0,5	-0,565
2,245	-2,5	-0,685
2,269	-3,5	-0,805
2,293	-4,5	-0,93
2,317	-5,5	-1,05
