Time (s)	Load (N)	Displacement (mm)
3,088	-40	-3,498
3,118	-40	-3,499
3,142	-40	-3,499
3,166	-39,5	-3,499
3,19	-40	-3,479
3,214	-39,5	-3,343
3,239	-39,5	-3,217
3,262	-39,5	-3,095
3,286	-39,5	-2,975
3,31	-33,5	-2,855
3,334	-32	-2,735
3,358	-30,5	-2,614
3,382	-30,5	-2,494
3,406	-26,5	-2,374
3,43	-25,5	-2,254
3,454	-24	-2,134
3,478	-24	-2,014
3,502	-21,5	-1,894
3,526	-20	-1,774
3,55	-19	-1,654
3,574	-19	-1,539
3,598	-15,5	-1,414
3,623	-14,5	-1,294
3,646	-13,5	-1,174
3,67	-12	-1,054
3,694	-11	-0,934
3,718	-9,5	-0,815
3,742	-7,5	-0,694
3,766	-6	-0,574
3,79	-5	-0,455
3,814	-4	-0,334
3,838	-3	-0,228
3,862	-2,5	-0,157
3,886	-0,5	-0,108
3,91	0	-0,075
3,934	0	-0,052
3,958	0,5	-0,035
3,982	1	-0,025
4,006	1,5	-0,017
4,03	1,5	-0,012
4,054	1,5	-0,008
4,078	1,5	-0,006
4,102	1,5	-0,004
4,126	1,5	-0,003
4,15	1,5	-0,002
4,174	1,5	-0,001
4,198	1,5	-0,001
4,222	1,5	0
4,246	1,5	0
4,27	1,5	0
4,294	1	0
4,318	1	0
4,342	1,5	-0,002
4,366	1,5	-0,113
4,39	1	-0,241
4,414	0,5	-0,363
4,439	0,5	-0,483
4,462	-3	-0,603
4,486	-4	-0,724
4,51	-5	-0,843
4,534	-6,5	-0,963
4,558	-7,5	-1,083
4,582	-10	-1,203
4,606	-11	-1,324
4,63	-12	-1,444
4,654	-13	-1,563
4,678	-14,5	-1,683
4,702	-16,5	-1,804
4,726	-17,5	-1,924
4,75	-19	-2,048
4,774	-19	-2,164
4,798	-19	-2,284
4,822	-23	-2,404
4,846	-24	-2,529
4,87	-24	-2,644
4,894	-24	-2,764
4,918	-28,5	-2,884
4,942	-29,5	-3,004
4,966	-29,5	-3,123
4,99	-29,5	-3,239
5,014	-33,5	-3,321
5,038	-35	-3,377
5,062	-35	-3,415
5,086	-35	-3,441
5,11	-38,5	-3,46
5,134	-38,5	-3,472
5,158	-39	-3,481
5,182	-39	-3,487
5,206	-39	-3,49
5,23	-39	-3,494
5,254	-39	-3,496
5,278	-39	-3,497
5,302	-39,5	-3,498
5,326	-39	-3,499
5,35	-39	-3,499
5,374	-39	-3,5
5,398	-39	-3,474
5,422	-39	-3,336
5,447	-39	-3,21
5,47	-37	-3,088
5,494	-35,5	-2,968
5,518	-33,5	-2,848
5,542	-30,5	-2,728
5,566	-29	-2,612
5,59	-29	-2,487
5,614	-26,5	-2,367
5,638	-25,5	-2,247
5,662	-24	-2,127
5,686	-24	-2,007
5,71	-21,5	-1,887
5,734	-20,5	-1,767
5,758	-19,5	-1,647
5,782	-19,5	-1,527
5,806	-15,5	-1,407
5,83	-14,5	-1,287
5,854	-13,5	-1,167
5,878	-12,5	-1,047
5,902	-10	-0,927
5,926	-8,5	-0,807
5,95	-7,5	-0,687
5,975	-6,5	-0,567
5,998	-5,5	-0,447
6,022	-3	-0,327
6,046	-2	-0,227
6,07	-1	-0,154
6,094	-0,5	-0,106
6,118	0	-0,073
6,142	1	-0,05
6,166	1	-0,035
6,19	1,5	-0,024
6,214	1,5	-0,016
6,238	1,5	-0,011
6,262	1,5	-0,008
6,286	1,5	-0,005
6,31	1,5	-0,004
6,334	1,5	-0,003
6,358	1,5	-0,002
6,382	1,5	-0,001
6,406	1,5	-0,001
6,43	1,5	-0,001
6,454	1,5	0
6,478	1,5	0
6,502	1,5	0
6,526	1,5	0
6,552	1,5	-0,07
6,574	1,5	-0,206
6,598	1	-0,33
6,622	-0,5	-0,451
6,646	-2	-0,571
6,67	-3	-0,691
6,694	-4,5	-0,811
6,718	-5,5	-0,931
6,742	-8	-1,051
6,766	-9	-1,171
6,79	-10	-1,291
6,814	-11	-1,411
6,838	-12	-1,532
6,862	-14,5	-1,652
6,886	-15,5	-1,771
6,91	-16,5	-1,892
6,934	-18	-2,011
6,96	-19	-2,132
6,982	-19	-2,252
7,006	-22,5	-2,372
7,03	-23	-2,492
7,054	-24	-2,612
7,078	-24	-2,731
7,102	-27,5	-2,852
7,126	-28,5	-2,971
7,15	-29,5	-3,091
7,174	-31	-3,211
7,198	-32	-3,302
7,222	-35,5	-3,364
7,246	-36,5	-3,406
7,27	-37,5	-3,435
7,294	-38	-3,456
7,318	-38	-3,469
7,342	-38,5	-3,479
7,366	-38,5	-3,486
7,39	-38,5	-3,49
7,414	-39	-3,493
7,438	-39	-3,495
7,462	-39	-3,497
7,486	-39	-3,498
7,51	-39	-3,498
7,534	-39	-3,499
7,558	-39	-3,5
7,582	-39	-3,482
7,606	-39	-3,347
7,63	-38,5	-3,221
7,654	-37,5	-3,1
7,678	-36	-2,979
7,702	-32	-2,858
7,726	-30,5	-2,739
7,75	-29	-2,618
7,774	-29	-2,498
7,798	-29	-2,378
7,822	-24	-2,258
7,846	-23,5	-2,134
7,87	-23,5	-2,018
7,894	-23,5	-1,899
7,918	-20	-1,779
7,943	-18	-1,659
7,966	-18	-1,539
7,99	-18	-1,419
8,014	-15	-1,298
8,038	-13,5	-1,178
8,062	-11	-1,058
8,086	-10	-0,938
8,11	-9	-0,818
8,134	-8	-0,698
8,158	-6,5	-0,578
8,182	-4,5	-0,458
8,206	-3	-0,338
8,23	-2	-0,231
8,254	-1,5	-0,159
8,278	-0,5	-0,11
8,302	0,5	-0,076
8,326	1	-0,052
8,35	1	-0,036
8,376	1,5	-0,025
8,398	1,5	-0,017
8,422	1,5	-0,012
8,446	1,5	-0,008
8,47	1,5	-0,006
8,494	1,5	-0,004
8,518	2	-0,003
8,542	2	-0,002
8,566	1,5	-0,002
8,59	1,5	-0,001
8,614	1,5	-0,001
8,638	1,5	0
8,662	1,5	0
8,686	1,5	0
8,71	1,5	-0,003
8,734	1,5	-0,119
8,758	1,5	-0,247
8,782	0	-0,368
8,806	-0,5	-0,489
8,83	-1,5	-0,609
8,854	-3	-0,729
8,878	-4,5	-0,85
8,902	-6,5	-0,97
8,926	-8	-1,089
8,95	-9	-1,21
8,974	-9	-1,33
8,998	-11	-1,45
9,022	-13	-1,57
9,046	-14,5	-1,69
9,07	-14,5	-1,81
9,094	-14,5	-1,929
9,118	-18	-2,05
9,142	-20	-2,169
9,166	-20	-2,289
9,19	-20	-2,41
9,214	-23	-2,53
9,238	-24	-2,65
9,262	-24	-2,769
9,286	-24	-2,89
9,31	-28,5	-3,01
9,334	-29,5	-3,129
9,358	-31	-3,244
9,382	-31	-3,324
9,406	-35	-3,379
9,43	-36	-3,416
9,454	-37	-3,442
9,478	-37,5	-3,46
9,502	-38	-3,473
9,526	-38	-3,482
9,55	-38,5	-3,487
9,574	-38,5	-3,49
9,598	-38,5	-3,493
9,622	-38,5	-3,496
9,646	-38,5	-3,497
9,67	-38,5	-3,498
9,694	-38,5	-3,499
9,718	-38,5	-3,499
9,742	-38,5	-3,5
9,766	-38,5	-3,405
9,79	-38,5	-3,273
9,814	-37,5	-3,15
9,838	-36,5	-3,029
9,862	-36,5	-2,909
9,886	-36,5	-2,794
9,91	-29,5	-2,668
9,934	-28	-2,548
9,958	-27	-2,428
9,982	-27	-2,308
10,006	-23,5	-2,188
10,03	-22,5	-2,073
10,054	-21,5	-1,948
10,078	-21,5	-1,828
10,102	-18,5	-1,708
10,126	-17	-1,588
10,15	-15,5	-1,468
10,174	-15	-1,343
10,198	-12,5	-1,228
10,222	-11,5	-1,108
10,246	-10	-0,988
10,27	-9	-0,868
10,294	-7,5	-0,754
10,318	-6,5	-0,628
10,342	-4,5	-0,508
10,366	-3,5	-0,388
10,39	-2,5	-0,27
10,414	-1,5	-0,185
10,438	-0,5	-0,128
10,462	0,5	-0,088
10,486	1	-0,06
10,51	1,5	-0,042
10,534	1,5	-0,029
10,558	1,5	-0,02
10,582	1,5	-0,014
10,606	1,5	-0,01
10,63	1,5	-0,007
10,654	2	-0,005
10,678	2	-0,003
10,702	2	-0,002
10,726	2	-0,002
10,75	2	-0,001
10,774	1,5	0
10,798	1,5	0
10,822	1,5	0
10,846	1,5	0
10,87	1,5	0
10,894	1,5	0
10,918	1,5	-0,065
10,942	1,5	-0,202
10,966	1	-0,325
10,99	0	-0,446
11,014	-1	-0,566
11,038	-2	-0,686
11,062	-4,5	-0,806
11,086	-6	-0,956
11,116	-7	-1,077
11,14	-9,5	-1,196
11,164	-10	-1,316
11,188	-11	-1,436
11,212	-12	-1,557
11,236	-13,5	-1,676
11,26	-13,5	-1,797
11,284	-13,5	-1,917
11,308	-18	-2,037
11,332	-19	-2,157
11,356	-20	-2,282
11,38	-20	-2,397
11,404	-23	-2,517
11,428	-24	-2,637
11,452	-25	-2,757
11,476	-25	-2,877
11,5	-28,5	-2,997
11,524	-29,5	-3,117
11,548	-31	-3,233
11,572	-31	-3,317
11,596	-31	-3,374
11,62	-36	-3,413
11,644	-37	-3,44
11,668	-37	-3,459
11,692	-37	-3,472
11,716	-38	-3,481
11,74	-38	-3,486
11,764	-38	-3,49
11,788	-38	-3,493
11,812	-38,5	-3,496
11,836	-38	-3,497
11,86	-38,5	-3,498
11,884	-38	-3,499
11,908	-38	-3,499
11,932	-38	-3,5
11,956	-38	-3,405
11,98	-38	-3,278
12,004	-36,5	-3,15
12,028	-35	-3,03
12,052	-33	-2,909
12,076	-33	-2,789
12,1	-28,5	-2,669
12,124	-27	-2,549
12,148	-25,5	-2,429
12,172	-25,5	-2,309
12,196	-25,5	-2,189
12,22	-22	-2,069
12,244	-20,5	-1,949
12,268	-20,5	-1,829
12,292	-20,5	-1,709
12,316	-17,5	-1,589
12,34	-15	-1,469
12,364	-14	-1,349
12,388	-13	-1,229
12,412	-12	-1,109
12,436	-10,5	-0,989
12,46	-8	-0,869
12,484	-7	-0,749
12,508	-6	-0,629
12,532	-5	-0,509
12,556	-4	-0,39
12,58	-4	-0,272
12,604	-1	-0,186
12,628	0	-0,128
12,652	0	-0,088
12,676	1	-0,061
12,7	1,5	-0,042
12,724	1,5	-0,029
12,748	1,5	-0,02
12,772	1,5	-0,013
12,796	1,5	-0,01
12,82	2	-0,007
12,844	2	-0,005
12,868	2	-0,003
12,892	2	-0,002
12,916	2	-0,002
12,94	2	-0,001
12,964	2	-0,001
12,988	2	0
13,012	2	0
13,036	2	0
13,06	2	0
13,084	2	0
13,108	2	0
13,132	2	-0,065
13,156	2	-0,198
13,18	1	-0,32
13,204	0	-0,436
13,228	-1,5	-0,562
13,252	-2,5	-0,682
13,276	-4	-0,802
13,3	-6	-0,922
13,324	-7,5	-1,042
13,348	-8,5	-1,162
13,372	-9,5	-1,282
13,396	-10,5	-1,402
13,42	-12,5	-1,522
13,444	-13,5	-1,642
13,468	-14,5	-1,757
13,492	-15,5	-1,882
13,516	-16,5	-2,002
13,54	-19	-2,122
13,564	-19	-2,242
13,588	-19	-2,362
13,612	-22,5	-2,482
13,636	-23	-2,602
13,66	-23	-2,717
13,684	-23	-2,842
13,708	-27,5	-2,962
13,732	-28,5	-3,082
13,756	-30	-3,202
13,78	-30	-3,296
13,804	-34	-3,36
13,828	-35,5	-3,403
13,852	-36	-3,433
13,876	-36	-3,455
13,9	-37,5	-3,468
13,924	-37,5	-3,478
13,948	-38	-3,485
13,972	-38	-3,489
13,996	-38	-3,493
14,02	-38	-3,495
14,044	-38	-3,497
14,068	-38	-3,498
14,092	-38	-3,498
14,116	-38	-3,499
14,14	-38	-3,499
14,164	-38	-3,494
14,188	-38	-3,369
14,212	-38	-3,241
14,236	-37	-3,119
14,26	-33	-2,998
14,284	-33	-2,878
14,308	-33	-2,758
14,332	-29	-2,638
14,356	-27,5	-2,518
14,38	-27,5	-2,398
14,404	-24	-2,278
14,428	-23	-2,158
14,452	-22	-2,038
14,476	-22	-1,918
14,5	-19	-1,798
14,524	-18	-1,678
14,548	-16,5	-1,558
14,572	-16,5	-1,438
14,596	-16,5	-1,318
14,62	-12	-1,198
14,644	-11	-1,078
14,668	-9,5	-0,958
14,692	-8,5	-0,838
14,716	-7,5	-0,718
14,74	-5	-0,598
14,764	-4	-0,478
14,788	-3	-0,358
14,812	-2	-0,246
14,836	-1	-0,169
14,86	0	-0,116
14,884	1	-0,08
14,908	1	-0,055
14,932	1,5	-0,038
14,956	1,5	-0,027
14,981	2	-0,018
15,004	2	-0,012
15,028	2	-0,009
15,052	2	-0,006
15,076	2	-0,004
15,106	2	-0,003
15,13	2	-0,002
15,154	2	-0,001
15,178	2	-0,001
15,202	2	0
15,226	2	0
15,25	2	0
15,274	2	0
15,298	2	0
15,321	2	0
15,346	2	-0,027
15,37	2	-0,159
15,394	2	-0,289
15,418	1	-0,41
15,442	-1	-0,531
15,466	-2,5	-0,651
15,49	-3,5	-0,771
15,513	-5	-0,891
15,538	-6	-1,011
15,562	-8,5	-1,131
15,586	-9,5	-1,252
15,61	-10,5	-1,372
15,634	-11	-1,492
15,658	-12	-1,611
15,682	-14,5	-1,732
15,706	-15	-1,852
15,735	-16,5	-2,002
15,759	-16,5	-2,122
15,783	-16,5	-2,242
15,808	-21	-2,362
15,831	-22	-2,482
15,856	-23	-2,602
15,88	-23	-2,712
15,904	-26	-2,842
15,928	-27	-2,961
15,952	-28,5	-3,081
15,975	-28,5	-3,201
16	-28,5	-3,296
16,024	-34	-3,36
16,048	-35	-3,403
16,072	-35	-3,433
16,096	-35	-3,454
16,119	-37,5	-3,468
16,144	-37,5	-3,478
16,168	-37,5	-3,485
16,192	-37,5	-3,489
16,216	-37,5	-3,493
16,24	-37,5	-3,495
16,263	-37,5	-3,496
16,288	-37,5	-3,498
16,312	-37,5	-3,498
16,336	-37,5	-3,499
16,36	-37,5	-3,5
16,383	-37,5	-3,485
16,408	-38	-3,352
16,432	-37,5	-3,226
16,456	-36,5	-3,104
16,48	-36,5	-2,983
16,504	-31,5	-2,863
16,527	-30	-2,713
16,558	-28,5	-2,593
16,582	-28,5	-2,473
16,606	-24,5	-2,353
16,63	-23,5	-2,233
16,654	-22,5	-2,113
16,678	-22,5	-1,993
16,702	-19,5	-1,873
16,726	-18,5	-1,753
16,75	-17,5	-1,633
16,773	-17,5	-1,513
16,797	-17,5	-1,393
16,822	-14	-1,273
16,846	-11,5	-1,153
16,87	-10,5	-1,033
16,894	-9	-0,913
16,918	-8	-0,793
16,942	-5,5	-0,673
16,965	-5	-0,553
16,99	-3,5	-0,433
17,014	-3	-0,313
17,037	-1,5	-0,214
17,062	0	-0,147
17,086	0	-0,102
17,11	1	-0,07
17,134	1	-0,048
17,158	1,5	-0,033
17,182	2	-0,023
17,206	2	-0,015
17,23	2	-0,011
17,254	2	-0,008
17,278	2	-0,005
17,301	2	-0,004
17,325	2	-0,003
17,349	2	-0,002
17,373	2	-0,001
17,397	2	-0,001
17,421	2	0
17,445	2	0
17,469	2	0
17,493	2	0
17,517	2	0
17,541	2	0
17,565	2	-0,071
17,589	2	-0,204
17,613	1,5	-0,326
17,637	0,5	-0,447
17,661	-1,5	-0,567
17,685	-3	-0,688
17,709	-4	-0,803
17,733	-5	-0,928
17,757	-6	-1,048
17,781	-8,5	-1,168
17,805	-9,5	-1,288
17,829	-9,5	-1,408
17,853	-11,5	-1,528
17,877	-12,5	-1,648
17,901	-14,5	-1,768
17,928	-15,5	-1,888
17,95	-17	-2,008
17,973	-17	-2,128
17,997	-17	-2,248
18,021	-21,5	-2,368
18,045	-22,5	-2,488
18,069	-22,5	-2,608
18,093	-22,5	-2,718
18,117	-25	-2,848
18,141	-27,5	-2,968
18,166	-27,5	-3,088
18,189	-27,5	-3,207
18,213	-31,5	-3,3
18,237	-32,5	-3,365
18,261	-32,5	-3,405
18,285	-32,5	-3,435
18,309	-36,5	-3,455
18,333	-37	-3,469
18,357	-37,5	-3,479
18,381	-37,5	-3,486
18,405	-37,5	-3,49
18,429	-37,5	-3,493
18,453	-37,5	-3,495
18,477	-37,5	-3,497
18,501	-37,5	-3,498
18,525	-37,5	-3,498
18,549	-37,5	-3,499
18,573	-37,5	-3,499
18,597	-37,5	-3,499
18,621	-38	-3,392
18,645	-37,5	-3,262
18,669	-36,5	-3,14
18,693	-35	-3,019
18,717	-33	-2,899
18,741	-29,5	-2,779
18,765	-29,5	-2,658
18,789	-29,5	-2,538
18,813	-25,5	-2,419
18,837	-24,5	-2,298
18,861	-24,5	-2,178
18,885	-24,5	-2,064
18,909	-21	-1,938
18,934	-19,5	-1,818
18,957	-18,5	-1,699
18,981	-18,5	-1,578
19,005	-15	-1,458
19,029	-14	-1,339
19,053	-13	-1,219
19,077	-13	-1,099
19,101	-9	-0,978
19,125	-8	-0,858
19,149	-7	-0,739
19,173	-6	-0,619
19,197	-4,5	-0,499
19,221	-3	-0,379
19,245	-2	-0,263
19,269	-1	-0,177
19,293	0	-0,124
19,317	0	-0,086
19,341	1	-0,058
19,365	1,5	-0,037
19,395	1,5	-0,026
19,419	2	-0,018
19,443	2	-0,012
19,467	2	-0,008
19,491	2	-0,006
19,515	2	-0,004
19,539	2	-0,003
19,563	2	-0,002
19,587	2,5	-0,002
19,611	2	-0,001
19,635	2	0
19,659	2,5	0
19,683	2	0
19,707	2	0
19,731	2	-0,053
19,755	2	-0,189
19,779	1	-0,312
19,803	0	-0,432
19,827	-1	-0,553
19,851	-2	-0,673
19,875	-3,5	-0,793
19,899	-6	-0,913
19,923	-7	-1,033
19,947	-8	-1,153
19,971	-9	-1,273
19,995	-10	-1,393
20,019	-12	-1,513
20,043	-13	-1,633
20,068	-14	-1,753
20,091	-15	-1,873
20,115	-16	-1,993
20,139	-18,5	-2,113
20,164	-18,5	-2,233
20,187	-18,5	-2,353
20,211	-21,5	-2,473
20,235	-22,5	-2,593
20,259	-22,5	-2,713
20,283	-22,5	-2,833
20,307	-27	-2,953
20,331	-27	-3,073
20,355	-29	-3,193
20,38	-29	-3,29
20,403	-33	-3,358
20,427	-34,5	-3,401
20,451	-35,5	-3,432
20,475	-35,5	-3,453
20,499	-37	-3,467
20,523	-37	-3,478
20,547	-37,5	-3,484
20,571	-37,5	-3,489
20,595	-37,5	-3,492
20,619	-37,5	-3,495
20,643	-37,5	-3,496
20,667	-37,5	-3,498
20,691	-37,5	-3,498
20,715	-37,5	-3,499
20,739	-37,5	-3,499
20,763	-37,5	-3,489
20,787	-37,5	-3,357
20,811	-37,5	-3,224
20,835	-36	-3,107
20,859	-33	-2,992
20,883	-31	-2,866
20,907	-31	-2,746
20,931	-28,5	-2,626
20,955	-27	-2,506
20,979	-27	-2,386
21,003	-23,5	-2,266
21,027	-22,5	-2,146
21,052	-21,5	-2,026
21,075	-21,5	-1,906
21,099	-18,5	-1,786
21,124	-18,5	-1,656
21,147	-16	-1,546
21,171	-15	-1,426
21,195	-14	-1,306
21,219	-11,5	-1,186
21,243	-10	-1,066
21,267	-9	-0,946
21,291	-8	-0,826
21,315	-6,5	-0,706
21,339	-4,5	-0,581
21,363	-4	-0,466
21,387	-3	-0,346
21,411	-2	-0,237
21,435	-1	-0,163
21,459	0	-0,114
21,483	1	-0,078
21,507	1,5	-0,054
21,531	1,5	-0,037
21,555	2	-0,026
21,579	2	-0,017
21,603	2	-0,012
21,627	2	-0,009
21,652	2,5	-0,006
21,675	2	-0,004
21,699	2	-0,003
21,723	2	-0,002
21,747	2,5	-0,001
21,771	2	-0,001
21,795	2	0
21,819	2	0
21,843	2	0
21,867	2	0
21,891	2	0
21,915	2	0
21,939	2	-0,09
21,963	2	-0,223
21,987	2	-0,345
22,011	0	-0,466
22,035	-0,5	-0,586
22,059	-3	-0,706
22,083	-4,5	-0,826
22,107	-5,5	-0,946
22,131	-7	-1,066
22,155	-8	-1,187
22,179	-10	-1,306
22,203	-10,5	-1,426
22,227	-12	-1,546
22,251	-13	-1,666
22,275	-14	-1,787
22,299	-15	-1,906
22,323	-17	-2,026
22,347	-18,5	-2,147
22,371	-19,5	-2,267
22,395	-19,5	-2,387
22,419	-22,5	-2,507
22,443	-23,5	-2,627
22,467	-23,5	-2,747
22,491	-23,5	-2,867
22,515	-27	-2,986
22,539	-29	-3,106
22,563	-29	-3,224
22,587	-29	-3,311
22,611	-33	-3,37
22,636	-34,5	-3,41
22,659	-34,5	-3,438
22,683	-34,5	-3,458
22,707	-36,5	-3,47
22,731	-37	-3,48
22,755	-37	-3,486
22,779	-37	-3,49
22,803	-37,5	-3,493
22,827	-37,5	-3,495
22,851	-37,5	-3,497
22,875	-37,5	-3,498
22,899	-37,5	-3,499
22,923	-37,5	-3,499
22,947	-37,5	-3,5
22,971	-37,5	-3,482
22,995	-37,5	-3,347
23,019	-36,5	-3,22
23,043	-35	-3,099
23,068	-33	-2,979
23,095	-31,5	-2,858
23,115	-30	-2,738
23,139	-27	-2,618
23,163	-27	-2,498
23,187	-27	-2,378
23,211	-24	-2,258
23,235	-23	-2,138
23,259	-23	-2,018
23,283	-23	-1,898
23,307	-18,5	-1,783
23,331	-17,5	-1,658
23,355	-16	-1,538
23,379	-14	-1,418
23,403	-13	-1,298
23,427	-11,5	-1,178
23,451	-10,5	-1,058
23,475	-9	-0,938
23,499	-7	-0,818
23,523	-6	-0,668
23,554	-5	-0,548
23,577	-4	-0,428
23,601	-2	-0,308
23,625	-1	-0,207
23,649	0	-0,145
23,673	0	-0,1
23,697	0	-0,069
23,721	1,5	-0,048
23,745	2	-0,033
23,769	2	-0,023
23,793	2	-0,015
23,817	2	-0,011
23,841	2	-0,007
23,865	2	-0,005
23,889	2,5	-0,004
23,913	2	-0,003
23,937	2	-0,002
23,961	2,5	-0,001
23,985	2,5	-0,001
24,009	2	0
24,033	2	0
24,057	2	0
24,081	2	0
24,105	2	0
24,129	2	0
24,153	2	0
24,177	2	-0,058
24,201	2	-0,194
24,225	1,5	-0,317
24,249	0,5	-0,438
24,273	-0,5	-0,558
24,297	-1,5	-0,679
24,321	-4,5	-0,799
24,345	-5,5	-0,919
24,369	-6,5	-1,039
24,393	-7,5	-1,159
24,417	-9	-1,279
24,441	-10,5	-1,399
24,465	-11,5	-1,519
24,489	-12,5	-1,644
24,513	-13,5	-1,759
24,537	-15	-1,879
24,561	-15	-1,999
24,585	-15	-2,119
24,609	-19,5	-2,239
24,633	-20,5	-2,359
24,658	-21,5	-2,479
24,681	-21,5	-2,599
24,705	-24	-2,719
24,729	-25	-2,839
24,753	-26,5	-2,964
24,777	-26,5	-3,079
24,801	-26,5	-3,199
24,825	-31,5	-3,294
24,849	-33	-3,358
24,873	-33	-3,402
24,897	-33	-3,433
24,921	-36	-3,454
24,946	-36,5	-3,468
24,97	-37	-3,479
24,993	-37	-3,485
25,017	-37,5	-3,489
25,041	-37,5	-3,492
25,065	-37,5	-3,495
25,089	-37,5	-3,497
25,113	-37,5	-3,498
25,137	-37,5	-3,498
25,161	-37,5	-3,499
25,185	-37,5	-3,499
25,209	-37,5	-3,497
25,233	-37,5	-3,382
25,257	-37,5	-3,254
25,281	-37,5	-3,132
25,305	-33,5	-3,012
25,329	-32	-2,891
25,353	-30,5	-2,771
25,377	-30,5	-2,651
25,401	-26	-2,531
25,425	-24,5	-2,411
25,449	-24	-2,291
25,473	-24	-2,171
25,497	-24	-2,056
25,521	-20	-1,931
25,545	-18,5	-1,811
25,569	-18,5	-1,691
25,593	-18,5	-1,571
25,617	-15,5	-1,451
25,641	-13	-1,331
25,665	-12	-1,211
25,689	-10,5	-1,091
25,713	-9,5	-0,971
25,737	-8,5	-0,851
25,761	-7	-0,731
25,785	-5	-0,611
25,809	-4	-0,491
25,833	-3	-0,371
25,857	-2	-0,256
25,881	-0,5	-0,176
25,905	-0,5	-0,121
25,929	0,5	-0,084
25,953	1	-0,057
25,977	1,5	-0,04
26,001	2	-0,028
26,025	2	-0,019
26,049	2,5	-0,013
26,073	2	-0,009
26,097	2,5	-0,006
26,122	2,5	-0,004
26,145	2	-0,003
26,169	2,5	-0,002
26,193	2	-0,002
26,217	2	-0,001
26,241	2	0
26,265	2	0
26,289	2,5	0
26,313	2,5	0
26,337	2	0
26,361	2,5	0
26,385	2	0
26,409	2	-0,001
26,433	2	-0,108
26,457	2	-0,236
26,481	1	-0,359
26,505	0	-0,479
26,529	-1,5	-0,599
26,553	-2,5	-0,72
26,577	-4	-0,84
26,601	-6	-0,959
26,625	-7,5	-1,08
26,649	-8,5	-1,2
26,673	-9	-1,319
26,697	-10	-1,44
26,721	-12	-1,559
26,745	-13	-1,68
26,769	-14,5	-1,799
26,793	-15	-1,919
26,817	-16,5	-2,039
26,841	-19	-2,159
26,865	-19	-2,279
26,889	-19	-2,399
26,913	-22	-2,519
26,937	-23	-2,644
